Nametag,Japanese,English
Cole,キールはさっきまでミーティングルームにいた筈だ。,Killer must've been in the meeting room awhile ago.
Cole,グールさん！,Ghoul!
Cole,え！？　じゃあ、もう次のターゲットは決まっているんですか？,Hm? Is the next target decided?
Cole,ええ。実はキールさんの事でお話があるんですが‥‥‥。,"Yeah. Actually, I have a story to tell you about Killer."
Cole,はい、判りました。,"Yeah, understood."
Cole,あれ‥‥‥？,Huh?
Cole,はい、判りました。,"Yeah, understood."
Cole,ああ、彼は１６分署の署長さんだ。死霊退治のリーダーをやっているよ。,He's the Chief of the 16th Precinct and the leader of the zombie killing squad.
Cole,そんな事より、急いで１階の死霊をやらないと、また厄介な事になるぞ！！,"We've got to hurry to the first floor, fast!"
Cole,あれ？　シーラどころか誰もいないようだな。変だな‥‥‥皆、部屋に戻ってしまったのかな？,Huh? Did everyone go back to their rooms?
Cole,それが聞いてないから判らないんだ。シーラに聞けば判るかもしれないけど、彼女もどこへ行ってんだか‥‥‥。,"I don't know, I didn't hear that. Did Sheila tell you? Wait, where is she?"
Cole,ああ、判っているよ。,"Ok, got it."
Cole,あれ？　誰もいないな。変だな‥‥‥皆、部屋に戻ってしまったのかな？,Hm? No one's here. Did everyone go back to their rooms?
Cole,それが聞いてないから判らないんだ。シーラに聞けば判るかもしれないな。,"I don't know, I didn't hear that. Did Sheila tell you? Wait, where is she?"
Cole,それもそうだな‥‥‥。,That's right...
Cole,取り敢えず自分の部屋に行ってみるか。,Why didn't you go to your room?
Cole,あれ？　シーラの奴、どこへ行ったんだ？　待っててくれって頼んだのに‥‥‥。,Huh? Where did Sheila go? I told her to wait here.
Cole,ミーティングルームで皆といるのかもしれないな。,"Well, you're in the meeting room."
Cole,‥‥‥たぶんね。,...Maybe.
Cole,あれ？　シーラの奴、どこへ行ったんだ？,Huh? Where did Sheila go?
Cole,でも部屋にはＩＤカードがないと中に入れないようになっているよ。,"But, you can't get into the room without an ID Card."
Cole,それもそうだな‥‥‥。,That's right...
,Guul: コール、ここで何をしているんだ？　出動命令は既に出しているぞ。,"Ghoul: Cole, what are you doing here? The dispatch order was already issued."
,Guul: ああ、川沿いのアシスト病院だよ。私も今から行くところだったんだ。,"Ghoul: Yeah, the Needle River Hospital. I was just on my way out."
,Guul: ん？　こちらの方は？,Ghoul: Hm? Who is this?
,Cain: ケインです、よろしく。,"Cain: I'm Cain, nice to meet you."
,Guul: ほう、まだこの街に生き残りがいたのか。,"Ghoul: Oh, another survivor?"
,Guul: その前に、君も応援に行ってくれないか。皆は既に現地に向かっているから、今から行けば間に合うだろう。話は帰って来てからゆっくりする事にしよう。,"Ghoul: First thing's first, can you go to the hospital to help the others? Everyone's there already so if you hurry, you won't be too late. We have time to relax on the way back."
,Guul: まずい、死霊が入り込んできたようだ。あんなに厳重なロックをしているのに、なんて奴等だ！！,Ghoul: It looks like the zombies are inside - it's locked up but they're there somehow!
,Guul: コールと君は‥‥‥ケイン君だったか。君達は１階の死霊を片付けてくれ。私は裏口から病院へ向かう。君達も片付いたら病院の方に来なさい。,"Ghoul: Cole and... Cain, was it? You need to exterminate the zombies on the first floor. I'm going to the hospital and starting from the back door."
,Guul: 二人共、頼んだぞ。,Ghoul: We both asked.
,Cain: 今のも警察の人なのか？　シャツにでかでかと警察のマークが入っていたが‥‥‥。,Cain: Are you still a police officer? I see a big police mark on your shirt.
,Cain: 彼があそこの署長か‥‥‥。なかなかしっかりした人だな。,Cain: That was the police chief? Seems like a tough guy.
,Cain: ああ、早めに片付けようぜ！！,"Cain: Okay, let's do this!"
,Cain: キールの部屋は？,Cain: Killer's room?
,Cain: コール、気をつけろよ。\n,"Cain: Cole, watch out...\n"
,Cain: キールの部屋は？,Cain: Killer's room?
,Cain: コール、さっき入った時には誰もいなかったろ？,"Cain: Cole, wasn't he there when you first came in?"
,Cain: シーラさんよりキールが先だよ。,Cain: Killer's ahead of Sheila.
,Cain: シーラさんはキールの部屋を知っているのか？,Cain: Does Sheila know which room is Killer's?
,Cain: コール‥‥‥こうなったら、ホテルの部屋を片っ端から調べていった方がよさそうだな。,"Cain: If this happens, it'd be better to search the hotel rooms."
,Cain: 大丈夫だって、俺が開けてやるよ。,"Cain: Alright, I'll open it."
,Cain: コール、さっき入った時には誰もいなかったろ？\n,"Cain: Cole, no one was here when you came?\n"
,ミーティングルーム<OR>　　自分の部屋　　,
