Nametag,Japanese,English
Cole,この部屋にさっき入ってみた時は何もなかったっけ‥‥‥。,There was nothing here when I entered this room before...
Cole,この部屋は木箱しか置いてないようだな。\nCooger: 気をつけろ、どこに死霊が隠れているか判らないからな。,"This room only has wooden boxes.\nCooger: Watch out, we don't know where the zombies are hiding."
Cole,たくさんの木箱が部屋中にあるが、これは何を意味するものだろう‥‥‥？,There are many wooden boxes in here. I wonder why?
Cole,俺は箱を調べに来た訳じゃないから、こんなものにかまっている暇はないな。,I don't have time to thoroughly check each and every box.
Cole,この箱の陰に死霊は‥‥‥いないようだな。,No zombies behind the box.
Cole,この箱は開けられそうだな。ちょっと調べてみるか‥‥‥,I could open this box. Should I check it?
Cole,なんだ、カラッポだ。ゴミ箱にでも使うつもりだったのかな？,Just crap I don't need.
Cole,この箱の中で死霊が来るのを待ってるのも１つの手だが、シーラが待っているんだ。早めに死霊を片付けて部屋に戻ろう。,"On the one hand, I could wait here hidden until a zombie comes by. But Sheila is waiting, so I should hurry."
Cole,この部屋の床にも血痕が残っているな。見た感じ死霊の姿はないが、どこに潜んでいるか判らないから注意しないといけないな。,There's blood on the floor. I don't see any zombies but I don't know if one is lurking somewhere nearby...
Cole,床に染み込んだ血を見てると、死霊はさっきまでこの部屋にいたらしい。なんだか恐いな。,Looks like a zombie was here recently. Spooky...
Cole,コンクリの床にはいくつかの木箱と死霊の血痕と思われるものがついている。,There's a lot of boxes and blood from the zombies on the concrete floor.
Cole,天井には照明をつけるためのコードが垂れ下がっている。もう少し後だったら照明もついていただろうにな。,"There's a cord hanging from the ceiling to provide power for lights. If construction had continued, there'd be light in here."
Cole,あのコードには電気がきているのだろうか‥‥‥。,I wonder if that cord has power coming to it...
Cole,‥‥‥ダメだ‥‥‥高すぎて手が届かない。,No use. It's too high to reach.
Cole,天井にはあのコード以外に気になる物はないようだ。,Nothing interesting except the cord on the ceiling.
Cole,窓から入ってくる冷たい風が俺の頬を撫でている。今日はいつもより寒く感じるな‥‥‥。,I feel a stiff breeze from the window. It's colder than the other rooms.
Cole,空が曇っているようだ。明日は雨かもしれないな‥‥‥。雨の中の死霊退治なんて、やりにくいだけだな。,"Cloudy sky... If it rains tomorrow, it'll be harder to deal with zombies outside."
Cole,周りのビルには電気が一つもついていないようだ。街全体が死霊にやられてしまった感じだ。,Looks like there's no power in the surrounding buildings. Like the whole city went dark...
Cole,今度は別の部屋を調べてみるか‥‥‥。,I can check this room again later if I need to.
Cole,もう少しこの部屋で調べてみようか‥‥‥。,I'll stay and investigate some more.
,廊下に出る　<OR>キャンセル　,
