Nametag,Japanese,English
Cole,いえ、それほどでも‥‥‥。,"No, not really."
Cole,１６分署の署長が目の前にいると考えると、何だか悪い事をしていないのにソワソワしてしまうな。,Never thought I'd meet a police chief under these circumstances. He makes me a little anxious for some reason.
Cole,署長というぐらいだから、かなり修羅場をくぐってきたのだろう。俺にはとてもグールさんのような人になる程の忍耐力はないな。,"Since he's the chief of police, he's probably been through a lot of training. I don't have the patience to be someone like Ghoul."
Cole,この人がチームの皆をまとめていると思うと、けっこう安心できるよ。,I'm relieved he was able to pull everyone together.
Cole,キールさんと違ってネクタイもちゃんとしているし、かなり真面目な人なんだろうな。,"Unlike Killer, Ghoul seems buttoned up. Very reserved and serious."
Cole,体格のいい人だな。服を着ているから何ともいえないが、外観から察するとかなりの筋肉質だと思う。,"Ghoul's a good person. It's hard to tell from his outfit, but seems like he has good muscle tone."
Cole,胸にこのマークが付いていると一発で警察の人だって事が判るな。,"With that mark on his chest, you know he's a policeman."
Cole,グールはどうしてこの建設中のホテルを避難場所に選んだのです？,I wonder why you chose an under-construction hotel as an evacuation site.
Cole,なるほど‥‥‥死霊から身を防ぐには絶好の場所という訳か。,That makes sense. It's a great place to protect yourself from zombies.
Cole,ええ、その死霊は首からレイの写真の入ったロケットをさげていましたから、間違いないでしょう。,"Yeah, the zombie had a locket with a picture of Ray in it, so there's no doubt."
Cole,‥‥‥‥‥‥‥‥‥。,...
Cole,じゃあグールの娘さんは既にあなたを父親とは‥‥‥,So your daughter...
Cole,グール‥‥‥‥。,Ghoul...
Cole,でも、レイは昨日より元気がでてきたようですよ。サリーに聞いたんですが、レイはサリーの事を結構気にいってるらしくて、色々とチョッカイ出しているみたいですから。,"Well, Ray seems to be getting better. I asked Sally and she seemed to think so, and they seem close, so..."
Cole,だから、レイだっていつまでもメソメソしている程、弱い奴じゃないですよ。彼も結構しっかり者だとは思いますが。,Ray is probably strong when he's not under so much stress. He's a good guy.
Cole,はい、判りました。,"Yep, understood."
,Guul: コール、君の噂は聞いているよ。お手柄だったそうじゃないか。,"Ghoul: I'm hearing a lot of good things about you, Cole. Is it a prank?"
,Guul: コールか、今度はどんな用事なんだ？,"Ghoul: Cole, what are you up to?"
,Guul: そうだな、普通のホテルだと人がたくさんいるし、行動範囲が広すぎるからな。それにここのホテルは各国の大統領なんかが来日した時に使う物だったんだ。,"Ghoul: Yeah, it's a large hotel. Heads of state have been staying here."
,Guul: だからホテルの間取りや建設材料を考慮して、いかに大統領を守るかを考えて造られた物なんだよ。,Ghoul: It was built with their protection in mind. It's constructed to withstand attacks.
,Guul: コールは気付いたかどうか判らないが、ここのホテルに使われているガラスは全て防弾ガラスで出来ているんだ。銃どころか手榴弾の１つや２つではこのホテルのガラスは破れないよ。,"Ghoul: I don't know if you noticed, but all the glass is bulletproof and bombproof."
,Guul: コール、ここだけの話だがレイの恋人というのはやっぱり２階に？,Ghoul: I heard that one of the zombies was Ray's girlfriend. Is that true?
,Guul: やはりそうか‥‥‥コールには悪い事を頼んでしまったようだな。\n,"Ghoul: Sorry you had to do that, Cole.\n"
,Guul: 私にも一人の娘がいてね‥‥‥。麻薬捜査でシンジケートに乗り込んだ事があったよ。私はその中に麻薬中毒になった娘を見つけてしまった‥‥‥。,Ghoul: I have a daughter. I was busting up a drug syndicate and found out she was addicted to drugs and involved with the syndicate.
,Guul: 娘は私に気付いたかと思うと、父親である私を撃ってきた‥‥‥。,"Ghoul: When she saw me, she shot at me. Her own father."
,Guul: ああ、そうだ。薬の打ちすぎによる思考能力の低下だ‥‥‥。,Ghoul: Yeah. Your mental state is severely stunted on drugs. I like to think that's the reason.
,Guul: それにジャンキーが正常な人間に戻る為には、少なくとも５年の月日が必要だ。私は５年かかっても娘が戻るのならと考えた‥‥‥。,"Ghoul: It can take up to five years for a junkie to regain higher order brain function. I'd do anything to get my daughter back, even if it took 5 years."
,Guul: 逃げていく娘の足を狙って私は撃ったが、心の迷いがあったせいで弾は娘の心臓を貫いてしまったよ‥‥‥。,"Ghoul: Anyway, I shot at the ground, trying to scare her off."
,Guul: レイを見ているとなんだか若い頃の自分を見ているようでな、彼の気持ちは痛いほど良く判るんだよ‥‥‥。,"Ghoul: When I see Ray, he reminds me of myself when I was younger. I feel his pain."
,Guul: レイがサリーにか。ははは‥‥‥これは初耳だったな。,"Ghoul: Ray and Sally? Haha, I had no idea."
,Guul: そうか‥‥‥それを聞いて安心したよ。ありがとう、コール。,"Ghoul: I'm glad you think so. You're a good man, Cole."
,Guul: 話は変わるが、もう少し経ったら次のターゲットを知らせるから、それまでホテルの外へは出ないようにな。,Ghoul: Things may change but I can let you know what the next thing we're doing is. Hang tight and stay in the hotel until then.
,Guul: レイにも早く立ち直ってもらわないとな。,Ghoul: I need Ray to get over his grief quickly.
,Guul: 私も今は時間があるから、何かあったら呼んでくれるといい。,"Ghoul: I've got some downtime so if you need anything, let me know."
