Nametag,Japanese,English
Cole,ええ、なんとか無事に終わりました。,"Yeah, I managed to finish it safely."
Cole,俺に内線をしてくれたサリーだ。昨日はサリーの説明が結構参考になったな。,"Sally, who gave me an extension. Her explanation yesterday was very helpful."
Cole,あれ？　昨日はサリーの手前にもう一人女の子がいたと思ったけど‥‥‥。,Wait a sec. Wasn't there another woman besides Sally yesterday?
Cole,まぁいいか‥‥‥後でその子の事を聞いてみよう。,I'll ask about her later.
Cole,サリーって遠くから見ても美人に見えるな。,Sally looks beautiful even from a distance.
Cole,昨日は危なくキールに撃たれる所だったな。気の短い人だったら危なくやられてたところだよ‥‥‥。,"Yesterday, Killer had us at gunpoint. If I were a jumpy person, that might've ended badly."
Cole,そういえばキールは１６分署の警官とか言ってたな。グールが署長だから、キールはその部下だったのかな。,"Speaking of, Killer said he was a detective at the 16th Precinct. I guess Ghoul was his boss?"
Cole,キールも署長の前だと結構おとなしいな。,Killer is very quiet in front of the Chief.
Cole,この人が１６分署の署長だったな‥‥‥なるほど、それらしい風格はあるな。,That's the Chief of the 16th Precinct.
Cole,こんな事件がなかったら警察の署長さんとなんて、話す事もできなかったな。それにこのチームのリーダーには持ってこいの人材だ。,"If not for this incident, I'd not have met the Chief of police. It's good to have him as a leader."
Cole,結構優しそうな人で良かったな。いきなり『死霊１００体を素手で殺って来い』なんて言われるかと思ったけど‥‥‥。,I'm glad they're happy now. I was worried today they'd ask me to kill 100 zombies with my bare hands.
Cole,グールは結構頼れる人かもしれないな。,Ghoul seems like a reliable person.
Cole,ノーズは見掛けより優しい奴なんだよな。昨日もレイの事を思って俺の所に来たし‥‥‥。,Nose is nicer than he seems. He approached me yesterday to talk about Ray...
Cole,この中で一番強そうな人だな。この体格で酒乱だったら嫌だぞ。,He seems to be the strongest of us. I wouldn't want to get on his bad side.
Cole,ノーズとはビッグドッグを約束したんだっけな。早くこの事件を片付けて食べに行きたいな‥‥‥。,Nose promised a big meal. I can't wait until this is all over; I'm starving.
Cole,昨日は結構、鼻息が荒かったからな。でもレイの気持ちも判る気がするよ‥‥‥。,I thought Nose would be a rough customer. But he seemed to really care about Ray.
Cole,今日はあまり八つ当たりしないみたいだな。少しは気が落ち着いたのかも‥‥‥。,I don't feel as anxious around them today.
Cole,レイには悪いが、２階の死霊をやっつけないと安心して眠る事もできないからな。,"I feel bad for Ray, but we had to clear out the zombies on the second floor."
Cole,会議用のホワイトボードだ。何も書かれていないのは、今は大切な打ち合わせをしていないからだろうな。,It's a whiteboard. There's nothing written there because we haven't had to diagram anything important.
Cole,なかなか高級そうな会議用の机だ。本来だったら俺はこんな所に出入りできる身分じゃないんだよな。,"It's a really nice conference desk. I've never seen one like this, even in my office."
Cole,廊下に戻ろうかな。,I'll go back to the hallway.
Cole,もう少しこの部屋にいようかな。,I'll stay here a little longer.
,Guul: コール、昨日はご苦労だったな。,"Ghoul: Cole, that was tough work yesterday."
,廊下に出る　<OR>キャンセル　,
