Nametag,Japanese,English
Cole,ここはドクの寝室だな。よくこの部屋でドクと遊んだ覚えがある。,This is Doc's bedroom. We used to hang out here a lot.
Cole,この部屋でドクの奥さんが、いつも俺にケーキをご馳走してくれたんだ。,"When she was alive, Doc's wife would serve us cake in this room."
Cole,かなり大きな振り子の時計だ。１２時を指しているが、数年前からこの時計は止まっているんだ。,"It's a huge grandfather clock. It's showing 12, but it stopped working ages ago."
Cole,ドクはこんな骨董品を集めるのが趣味だったからな。この時計はその中でも一番大きなものだろう。,Doc used to collect antiques in his spare time. This was probably his biggest piece.
Cole,あの振り子が動いていた頃もあったが、その時の時報は家の外まで聞こえるようなかなり大きな音だったと思ったな。,"The clock used to work, but back when it did, the ticking was so loud, you could hear it outside the house."
Cole,さすがに時計に<IF M>金庫の暗証番号が隠されているとは思えないな。<ELSE>は鍵を使うような所は一つもないようだ。<ENDIF>,"As expected, this clock <IF M>has a hidden compartment. I don't think the safe's lock is hidden.<ELSE>has a hidden compartment, but there's no place to put the key.<ENDIF>"
Cole,この机はあまり使われていないようだな。机の上にはホコリがつもっている。,"Judging by all the dust, this desk didn't get a lot of use."
Cole,机の上にはこれといって気になる物はないと思うが‥‥‥。,Nothing important on the desk.
Cole,<IF M>暗証番号が引き出しに入っているとは思えない。彼の性格から、本当に大事な物だったらきっと暗記してしまうだろう。<ELSE>あの鍵はもしかして引き出しの鍵かもしれないな。,"<IF M>I don't think there's a password in the drawer. If I know Doc, he'd have memorized it.<ELSE>Maybe that key is a drawer key."
Cole,‥‥‥‥‥‥‥‥‥。,...
Cole,なんだ、机の引き出しには鍵がついていないようだ。それに、この鍵の形からしてその辺の鍵でないような気がするぞ。<ENDIF>,There's no keyhole on this drawer. I also feel like the key is for something else...
Cole,机にはスタンドやノートが置いてあるだけで気になる物は何もないようだな。,Nothing important in the stand or the notebook on the desk.
Cole,椅子‥‥‥だな。,Just a chair.
Cole,この椅子にはおかしな所はないと思うけど‥‥‥。どっから見たって普通の椅子にしか見えない。,Just a normal chair. I can't find anything important around it.
