Nametag,Japanese,English
Sheila,‥‥‥だけど、どうしてかしら‥‥‥？　そんな短時間であれだけ増えるなんて‥‥‥,....But... why did it increase in such a short time?
Cooger,あの薬はヴィールス性なんだよ。死霊に噛まれたら一発で感染してしまうよ。,"The resurrection drug had a viral property. Once you get bitten by a zombie, you're infected."
Cooger,あんな薬なんて作らないほうがよかったんだな。,It would've been better if I'd never made that drug...
Sheila,クーガーさん、そんなに気を落とさないでください‥‥‥。,"Dr. Cooger, we can't worry about that now."
Cole,そうだよ、この先どうするかが問題なんだから。後悔するなんてドクらしくないぜ。\nSheila: コール‥‥‥。,"That's right. We can't worry about the past right now, we have to move forward.\nSheila: Cole!"
Cooger,すまんな、二人とも。謝って済むことでないのは十分承知だが‥‥‥許してくれ。,"Still, I'm sorry, both of you. Please forgive me."
Sheila,それで、２階のほうはどうだったの？,What did you find on the second floor?
Cole,ああ、かなり強力な情報を手にいれたよ。,"Well, I got some pretty good information."
Cole,今、思い出しても二階では危なかったな‥‥‥。もう少しで殺られるところだったぜ‥‥‥。,But it was really dangerous; I almost got killed.
Cole,シーラを２階に連れていかなくて良かったよ。もし連れて行ってたら取り返しのつかない事になっていたかもしれないからな。,"I'm glad you weren't there, Sheila. Something horrible might have happened."
Cole,俺と付き合ってたばかりにこんな事に巻き込まれてしまうなんて、シーラにも悪い事をしたな‥‥‥。,I'm just sorry that I involved you in this. If something were to happen...
Cole,二人で資料を片っ端から調べていたようだな。これでは警察署の全部の資料を調べるのに相当時間がかかるぞ。,There was a lot of material to look through. It would take a lot of time to go through it all.
Cole,ドクはまださっきの話を相当気にしているようだな。かなり落ち込んでいる様子だ。無理もない、俺がドクの立場だったら同じ気持ちだろう。,Doc still looks very concerned. I can't blame him. I'd feel the same way in his situation.
Cole,こんなに真剣になったドクを見たのは生まれて初めてだな。,This is the first time I've ever seen Doc so serious.
Cole,さすが警察の資料室だ。ここ何年もの事件や事故の資料がファイルされている。,It's not surprising there's a lot of stuff in the reference room. It's all of their case data for years and years.
Cole,さすがにこれだけの資料を片っ端から調べる時間はないな。,We definitely don't have time to go through it all.
Cole,たしかこれが地図だったよな。,I definietly think this is the map.
Sheila,あった？,It is?
Cole,うん、でもこんな分厚い本を持って行っても邪魔だな‥‥‥破くか。,It's too unwieldy to carry around such a heavy book.
Sheila,えっとニードル川がここだから‥‥‥ホテルはこの辺ね。,"Well, here's the Needle River. So the hotel would be around here."
Cole,よし、行ってみよう。ドク、刀を忘れないようにな。,"Ok, let's go. Doc, don't forget your sword."
Cole,この資料は‥‥‥なんだ、街の地図だ。すげー、こんなに細かく書いてあるんだ‥‥‥。,This page... looks like a map of the city. It's very detailed!
Cole,ドクが手にしている資料は、大企業の裏金についての記録が書かれているようだ。しかし、こんなもの見てどうするつもりなんだ？,The documents Doc has seem to be financial records of some large company. Why is Doc looking at this now?
Cole,こんな本を手にしているところを見ると、ドクはかなり焦っているようだな。,"Looking at the place where you are to hand this kind of book, It looks like Doc is quite impatient."
