Nametag,Japanese,English
Sheila,コール‥‥‥\nCole: うん？　俺はここにいるよ。,
,"




ｓせてさつぜそしでＳ
ｓｒｒｒｒｒｒｒつてっじどしすｒぎｒとっちざっねＳ
ｓｒｒｒｒｒｒｒｒｒｒｒｒｒｒｒぎｒＳ松永　宏樹
ｓしぜさてさしとすてＳ
ｓｒｒｒｒｒｒｒｒじすでそせぢｒぎｒＳ牧野　竜一

ｓせてさつぜそしでｒｒｒｒｒｒｒぎｒＳ児林泉美

",
,"






ｓでっどぢじｒつてっじどしすｒｒぎｒＳＭｕｓｅ

ｓちどでそしｒｘｒでっどぢじｒｒぎｒＳＲＡＹ
ｓｒｒｒｒｒｒｒｒｒｒｒｒｒｒｒぎｒＳＭＡＲＩＮＡ",
,"





ｓつさしたさせすｒじすでそせぢｒぎｒＳ大釈さん

ｓじそてすしとってｒｒｒｒｒｒｒぎｒてどでぜぁとすさちＳ
ｓｒｒｒｒｒｒｒｒｒｒｒｒｒｒｒぎｒＳ中井　真也

ｓつてっじどしすてｒｒｒｒｒｒｒぎｒＳ井手　健介",
,"











ｓｒＳ１９９２　ＦＡＩＲＹＴＡＬＥ

",
Sheila,コール‥‥‥\nCole: うん？　俺はここにいるよ。,
Sheila,コール、生きてるのね‥‥‥よかった‥‥‥,
Cole,ああ‥‥‥生きてるとも‥‥‥,
Cole,これから何年‥‥‥いや、何十年もシーラと一緒にいたいからね。,
Sheila,どうしたの？　いつものコールらしくないわよ。,
Cole,あっ‥‥‥そうだ、腹へったな。日本食でも食うか？　シーラ、スシ食いたいって言ってたろ？,
Sheila,うん、食べる！,
