Nametag,Japanese,English
,避難場所：セントラルホテル　２１６‥‥‥\nCole: 避難場所だって！？　そうか！　みんなここへ避難しているのか！,Evacuation Site: Central Hotel 216\nCole: Evacuation?! Did everyone hide out there?
Cole,ここは署長室だったな。<OR>Cole: ここは署長室のようだな。荒らされた様子もなく、死霊はこの部屋に入っていないようだ。<ENDIF>,"This looks like the station's chief office.<OR>Everything's in order here, so I guess no zombies entered it.<ENDIF>"
Cole,窓にはブラインドが下ろされていて外が見えない。,The blinds are down so I can't see outside.
Cole,俺の部屋のブラインドは死霊に壊されてしまったからな、これを持って‥‥‥‥行く訳にもいかないか。,"The blinds in my room were broken by the zombie, so maybe I should... Nah, I can't take those."
Cole,さすがにここから死霊が飛び出して来る事はないだろう。ここは２階だし、死霊が飛んで来るとも思えないしな。,"I don't think a zombie is going to jump at me from over there. This is the second floor, and I don't think zombies can jump this high."
Cole,机の陰に椅子が見える。背もたれの高い、ゆったりした高級な椅子だ。,"I can see a chair in the desk's shadow. It's fancy, with a tall back."
Cole,ここに座る人は今頃何をしているのだろう‥‥‥家で寝ているのか、それとも既に奴等に殺られてしまったのか‥‥‥。,"I wonder where's the chief right now... Is he sleeping at home, or was he already killed...?"
Cole,ともかく、分署がこんな状態になっていて、連絡が入ってなきゃおかしいよな。,"In any case, it would be strange if no one contacted him."
Cole,この椅子に座るには、どのくらいの事件を解決しないといけないのかな。,I wonder how much cases you have to solve to sit in this chair.
Cole,大きな机がダウンライトの光で照らされている。外から見えた部屋の光はあのライトのものだったのか‥‥‥。,The big desk is illuminated by a lamp overhead. It must be the light I saw from outside...
Cole,机には電話とペン立てとプレート、それに紙が１枚乗っている。あの電話は使えるのだろうか‥‥。,"There's a telephone, a pen holder and a plate on the desk, as well as a single piece of paper. Maybe I can use this phone...?"
Cole,さすがに受付けにあった一般のデスクとは違って高級感があるな。,"As expected, this desk isn't like the plain ones down at reception. It's much more fancy."
Cole,"メモか‥‥‥。なんだろ‥‥‥‥‥‥\n<IMAGE ""B:\GRAPH\BL013.GPC"">コール：‥‥‥‥‥‥‥‥‥！？","It's a piece of paper. What's on it...?\n<IMAGE ""B:\GRAPH\BL013.GPC"">Cole: .........?"
Cole,避難場所だって！？　そうか！　みんなここへ避難しているのか！,A shelter?! Oh! Everyone must have gone hiding there!
Cole,セントラルホテルの‥‥‥２１６って部屋番号かな？　でも、セントラルホテルなんていうホテルは聞いた事ないな。,Central Hotel... Is 216 a room number? But I've never heard of Central Hotel before.
Cole,とにかくこのホテルへ行けば俺達も助かるかもしれないぞ。,"Anyway, we'll probably be safe there, so we should try going."
Cole,アメリカの国旗が飾られている。どこの警察署にも国旗があるが、何に使われるのかは判らない。,"The American flag is hanging here. There's one in every police station, and I have no idea why."
Cole,この国旗を見ていると、つくづくアメリカに生まれてよかったと実感するな。,"When I look at this flag, I feel thankful for being born in America."
Cole,手前のテーブルにはライターと灰皿が置いてある。ここで一服していきたいが、シーラ達が待ってるからゆっくりはしてられない。,"There's a lighter and an ashcan on the table in front of me. I'd have a smoke, but Sheila and Doc are waiting for me."
Cole,テーブルには、灰皿とライター以外の物は置かれていないようだ。,There's nothing on the table but the lighter and the ashcan.
Cole,壁には絵が飾られているが、俺は絵の事が全然判らない。一度だけ美術館へ行った事があるが、時間が経つにつれてどれも同じ絵に見えてくる。,"There's a painting hanging on the wall, but I have no idea what it's about. I've been to a museum once, and all the pictures looked the same."
Cole,こういう物を見ていると税金の使われ方が心配になってくるな。,This makes me a little worried about where my tax money is going.
Cole,国旗というのはみかけより重いものだ。さすがに俺は、これを持って歩き回る程の体力はない。,The flag's heavier than it looks. I'm not strong enough to pick it up.
Cole,こんな物を持って歩いても役に立ちそうにない。,I don't think it would be useful.
Cole,ライターか‥‥‥何かの役に立つかもしれないな。,The lighter... might be useful later.
Cole,あれ？　ガスが切れてるようだ‥‥こんな物、邪魔になるだけだな。,"Oh? It's out of gas. In that case, it will just take up space."
Cole,ガスのないライターを持っていても実用性があるとは思えないな。,I don't think I can do anything with a lighter that's out of gas.
Cole,セントラルホテル２１６‥‥‥暗記したから持っていく必要はないだろう。,"Central Hotel 216... I have it memorized, so I don't need the note."
Cole,机の上にはいろんな物があるぞ‥‥‥これでは何を取ったらいいのか判らないな。,There are all sorts of things on the desk. I have no idea what I should take.
Cole,よし、廊下に戻ろう。,"Okay, let's go back to the corridor."
Cole,もう少しこの部屋で調べてみたいな‥‥‥。,I'll stay in this room a little longer...
,廊下に出る　<OR>キャンセル　,
