Nametag,Japanese,English
Cole,もうすっかり暗くなっちゃったな‥‥‥急いで調べて早めにホテルへ戻ろう。,It's already dark out. Better hurry up and get back to the hotel.
Cole,昨日はここでドクが待っててくれたんだよな‥‥‥。ドクがいなくなって、この家はどうなってしまうのだろう‥‥‥。,"Doc was just here, yesterday. What's going to happen to his house now that he's gone?"
Cole,俺がこのドアを通る時は、ドクの発明にいつもワクワクしていたんだよな。,"Whenever I got here, I have to admit I was excited to see one of Doc's new inventions."
Cole,ドクも可哀想だけど、今はこんなところであまりマゴマゴしている暇はないな。,"I feel sad about Doc, but I don't have time to mope around."
Cole,この家の表の壁にはツタが生えているんだ。これだけ満遍なく生えているという事は、この家は相当古いものだ。,Ivy's growing on the front of the house. It's really old for that to have happened.
Sheila,このツタは私が初めて見た時からあったわね。,The ivy's been here every time I came to Doc's house.
Cole,ドアの横にインターホンがついている。これはドクが作った物だって言ってたが、たしか今は故障していて使用できないはずだ。,This intercom was made by Doc. It's not working.
Cole,シーラに預けた鍵は、まさか玄関の鍵じゃないだろうな。,I guess the key wasn't to the front door.
Cole,‥‥‥やっぱり違うみたいだ。玄関には鍵がかかっていない‥‥‥ジャックから逃げた時には鍵をかける余裕もなかったもんな。,It looks about the same as we'd left it. The front door is open. There wasn't time to lock it when we were escaping from the officer.
Cole,鍵は開いている‥‥‥このまま中へ入れるな。,It's already open. No need to try the key.
Cole,このインターホンはドクの自作だと聞いている。だが、故障してて今は動かない。,"Doc said he made this intercom, but it broke and now it doesn't work."
Cole,前にこのインターホンを作って俺に見せてくれた事があったな。,He'd made this intercom awhile ago and showed it to me.
Sheila,あの時は私も呼んでくれたのよ。コール、覚えてる？,"That's when I called. Cole, do you remember?"
Cole,いくら押しても反応がない‥‥‥このインターホンはかなり前から故障している。,"No response, no matter how times I push it. It's been broken for quite some time."
Cole,何も反応がないな‥‥‥もっとも、鳴ったところで誰かが出てくるとは思えないし‥‥‥。,"There's no response... but in any case, there shouldn't be anyone around to answer it."
Cole,よし、中に入ってみよう。,"Alright, let's go inside."
Cole,よし、とにかく中に入ってみないとな。,"Okay, I have to go inside regardless."
