Nametag,Japanese,English
,"　コール　２４歳
　シーラ　２４歳　ベイサイド科学研究所にて原因不明の事故死
　　　　　　　　　　ＧＡＭＥ－ＯＶＥＲ","          Cole, 24 Years Old
          Sheila, 24 Years Old    Died at Bayside Research Facility
          GAME OVER"
,"　　　　ＮＩＧＨＴＭＡＲＥ　ＣＯＬＬＥＣＴＩＯＮ
　　Ｄｅａｄ　Ｏｆ　Ｔｈｅ　Ｂｒａｉｎ　～死霊の叫び～　　　　　　　　　ＧＡＭＥ　ＥＮＤ｛｝","                 NIGHTMARE COLLECTION
                 Dead of the Brain: Cry of the Living Dead           GAME END {}"
,女の声：コールを放しなさい！！\nCole: あ、あの声は‥‥‥！！,"Woman's Voice: Cole, don't shoot!\nCole: That- That voice."
,"　コール　２４歳
　シーラ　２４歳　ベイサイド科学研究所にて原因不明の事故死
　　　　　　　　　　ＧＡＭＥ－ＯＶＥＲ","          Cole, 24 Years Old
          Sheila, 24 Years Old    Died at Bayside Research Facility
          GAME OVER"
,"　　　　ＮＩＧＨＴＭＡＲＥ　ＣＯＬＬＥＣＴＩＯＮ
　　Ｄｅａｄ　Ｏｆ　Ｔｈｅ　Ｂｒａｉｎ　～死霊の叫び～　　　　　　　　　ＧＡＭＥ　ＥＮＤ｛｝","                 NIGHTMARE COLLECTION
                 Dead of the Brain: Cry of the Living Dead           GAME END {}"
,"　コール　２４歳
　シーラ　２４歳　ベイサイド科学研究所にて原因不明の事故死
　　　　　　　　　　ＧＡＭＥ－ＯＶＥＲ","          Cole, 24 Years Old
          Sheila, 24 Years Old    Died at Bayside Research Facility
          GAME OVER"
,"　　　　ＮＩＧＨＴＭＡＲＥ　ＣＯＬＬＥＣＴＩＯＮ
　　Ｄｅａｄ　Ｏｆ　Ｔｈｅ　Ｂｒａｉｎ　～死霊の叫び～　　　　　　　　　ＧＡＭＥ　ＥＮＤ｛｝","                 NIGHTMARE COLLECTION
                 Dead of the Brain: Cry of the Living Dead           GAME END {}"
Cole,グール！！,Ghoul!!!
Cole,貴様ぁ、その手を放せ！！,Bastard... let go!!!
Sheila,痛いっ！！,It hurts!!!
Cole,グール、やめろ！！,Stop!
Cole,判った、言うとおりにするからシーラを放してくれ。,"Alright! Let her go, and I'll do what you say."
Cole,聞かせてくれ！　隣の街が死霊に殺られた時、どうしてこの街に報道されなかったんだ！？,"Tell me! When the last city was attacked by zombies, why wasn't it ever reported?"
Cole,なっ‥‥‥じゃ、あのメモは‥‥‥！！,That... that letter...!!!
Sheila,酷いわ‥‥‥。,That's terrible...
Cole,どうして街の人達を監禁したりするんだ！？,Why did you confine people in the city?
Cole,なんて奴だ‥‥‥お前だって娘がいたんだろ！！　ホテルで話してくれたじゃないか！！,"How could you do this? Back at the hotel, you even told me about your daughter!"
Sheila,クッ‥‥‥‥‥‥\nCole: シーラ！！　大丈夫か！？,"Nnn....\nCole: Sheila, are you okay?"
Cole,ちくしょう‥‥‥こんな所で‥‥‥,In a place like this...
Cole,なにっ！？　こいつも蘇生薬を‥‥‥！！,What! This was also a resurrection drug!
