Nametag,Japanese,English
Cole,な、なんて数だ‥‥‥！！\nCain: コール、感心している暇はないぞ！！,There's so many...\nCain: No time to gawk!
,ケイン：ヘリだ！！,Cain: It's a helicopter!
Cole,な、なんて数だ‥‥‥！！\nCain: コール、感心している暇はないぞ！！,There's so many...\nCain: No time to gawk!
Cole,だ‥‥‥だめだ！！　こいつら、いくら撃っても倒れないぞ！！,W-What! They don't go down no matter how much you shoot!
Cole,な、なんだ！？　地震か！？,Is- is that an earthquake?
Cole,ど、どうして爆発なんて起きるんだよ！？　うわっ、危ねぇ！！,Why is everything exploding?! Look out!
Cole,逃げるったって正面の扉には死霊がこんなにいるじゃないか！！,"Even if we escape, there's a ton of zombies outside!"
Cole,くそっ放せ、この！！\nCain: コール！！　グスグスするなっ、早くこいっ！！,"Shit, keep firing!\nCain: Don't get careless!"
Cole,何でいきなりあんなにたくさんの死霊が攻め込んで来るんだよ！！,Why are there so many zombies suddenly?!
Cole,大体、死霊が暗証解除して入って来たなんて絶対信じねぇぞ！！,I don't get it! How did they get in without the passcode?
Cole,はあはあ‥‥‥皆が留守の間に狙って来るなんて‥‥‥。,Ah... everything went to shit while I was away!
Cole,‥‥‥‥‥‥‥‥‥！！,...!
Cole,まずいっ、シーラがまだ残っているかもしれない！！　助けに行かないと！！,Sheila might still be there! You have to go for help!
Cole,そんな事、判らないじゃないか！！　俺はシーラを助けにいくよ！！,I don't know that! I've got to save her!
Cole,畜生！！　シーラ‥‥‥生きててくれよ‥‥‥！！,Damn it! Sheila... please be safe!
Cole,ケイン、だけど一体どこまで昇るんだよ‥‥‥。いい加減疲れてきたぜ‥‥‥。,"Cain, how much farther can we go? I'm getting tired..."
Cole,ちょっと待てよ！！　行き止まりって、どうするんだよ！！　死霊はどんどん昇ってくるぞ！！,Wait! What if it's a dead end! The zombies are coming up after us! Then what?!
Cole,建設の途中だからって、非常階段まで途中なんて洒落になんねぇよ！！,"Yeah, but if it's in the middle of construction, who knows if there's another way down?!"
Cole,ちょっと待てよ！！　ニードル川ってそんなに深いモンじゃないぜ！？　下手すりゃ死んじゃうよ！！,"But! The Needle River isn't that deep! Oh, we're dead!"
Cole,くっそぉ！！　今日は何てついてねぇんだ！！,Shit! What a day!
Cole,あ、ああ。何とか生きてるよ‥‥‥。しかし派手にやってくれるぜ‥‥‥。,"Somehow, we made it."
Cole,シーラが見つからなかったら、あの野郎絶対に許さないぞ！！,If Sheila's not okay... I'll get Killer for this!
Cole,ケイン、早く病院へ行こうぜ。キールの奴を徹底的に追い込んでやる！！,"Cain, let's go to the hospital! We'll get Killer to talk!"
Cole,そういえば‥‥‥なにか後ろの方から‥‥‥何の音だ‥‥‥？,What... what's that sound behind us?
Cole,ななな、何でいつもこうなっちまうんだよ！！,W-w-what! Why does this always happen?!
Cole,あぶねー！！　なんて乱暴なヘリなんだ！？,Whoa! What a tough helicopter!
Cole,これで精一杯だよ！！　それにしてもこの二日間、ずっと走りっぱなしのような気がするぜ！！,It's all I can do! But I feel like I've been running nonstop for two days now!
Cole,ど、何処だ！？　ケイン！！,Where are you? Cain!
Cole,いででっ！！,Cain! Come out!
Cole,はあはあ‥‥‥何とか助かったようだな。,*pant* *pant* It looks like we're saved.
Cole,ああ、ホテルごとフッ飛ばすとは思ってもみなかったぜ。グールさんだって、もう少し遅れてたらヤバかったもんな。,"Man, I never thought we'd leave that hotel. If Ghoul tried to leave later, it would've been bad for him."
Cole,あのヘリなら、まだ俺達を捜しているみたいだぞ。まったく、なんてしつこい奴だ‥‥‥。,That fucking helicopter is still coming after us.
Cole,あれは軍のヘリじゃないのか？,Isn't that a military helicopter?
Cole,ああ、別に構わないが‥‥‥どこへ行くんだ？,"Ah, it doesn't matter- where are you going?!"
Cole,ああ、判ったよ。,Yeah. Got it.
,Cain: コール、感心している暇はないぞ！！,Cain: No time to gawk!
,Cain: まずいぞ！！　奴等は、どんどんこっちに向かってくる！！,Cain: Not good! More and more are coming!
