Nametag,Japanese,English
Cole,シーラ、どうしたんだよ！　心配してたんだぜ？,"Sheila, what's wrong? Were you worried about me?"
Sheila,ごめんなさい‥‥‥。,I'm sorry...
Sheila,コール、怒らないで聞いてくれる？,Are you angry with me?
Cole,ちゃんと訳を話せば怒らないよ。一体どうしてこんなに時間がかかったんだ？,"Just tell me what happened, I won't be angry. Why were you gone so long?"
Sheila,実は私がマーケットで食べ物を選んでいたら、いきなりブラッディフォックスっていう人達に襲われて‥‥‥,"When I was getting food from the market, I got attacked by members of Bloody Fox."
Cole,ブラッディフォックスだって！？　そ、それで大丈夫だったか？,Bloody Fox?! Are you okay?!
Sheila,ええ。たまたま通り掛かったケインさんに助けてもらったの。,Yes. That guy Cain was nearby and he helped me.
Cole,ケインが？,Cain?
Sheila,うん、それで今夜１０時に待ち合わせたいって‥‥‥。場所はこのホテルの地下パーキングって言ってたわ。,"Yes, he wants to meet you at 10pm tonight, in the hotel parking garage."
Cole,そうか‥‥‥だけどシーラ、二度とこんな危ない真似はしないって約束してくれ。いいな？,"Got it... But Sheila, it's dangerous out. Please don't go out alone again."
Sheila,うん‥‥‥約束する。,"I won't, I promise."
Cole,シーラはかなり反省しているようだな‥‥‥これ以上はうるさく言わない方がいいだろう。,"Don't feel bad, it's just... we have to be careful."
Cole,前に一度、かなりきつく叱った事があるが、その時はシーラの奴に泣かれてしまったもんな。さすがに俺も女の子に泣かれると弱いんだよ。,"I was a little mad Sheila left without me, but she seems teary-eyed. I'm always weak around crying girls."
Cole,シーラのやつはかなり反省しているようだ。でも、無事に戻ってきて少し安心したな‥‥‥。,I'm glad that Sheila's back safely.
Cole,服が乱れているようだな‥‥‥ブラッディフォックスに襲われたと言ってたけどどこまで襲われたのか心配だな。,"Sheila's clothes are messed up. She said she was attacked, but is she okay?"
Cole,シーラ、服が乱れているけど奴等に乱暴されたのか？,"Sheila, your clothes... did they get violent with you?"
Sheila,うん‥‥‥少し脱がされた所でケインさんに‥‥‥。,Yeah... a little... Cain saved me just in time.
Cole,そうか‥‥‥。\n〔少し脱がされた程度ならいいが‥‥‥まぁ、シーラが俺に嘘をつくとは思えないし信用するしかないな〕,That so?\n(That makes me feel a little better. I don't think she'd hide anything from me.)
Sheila,ごめんなさい‥‥‥この服はコールが私にプレゼントしてくれたものなのに‥‥‥。,I'm sorry... you bought me this outfit...
Cole,いいんだよ、また新しいのを買ってやるさ。,I'm just glad you're okay. I can always buy you another outfit.
Cole,待ち合わせって言ってたけど、ケインはどこへ行ったんだ？,"I know you told me we'd meet later, but where did Cain go?"
Sheila,どこへ行ったのかは判らないけど、まだ調べる事があるからって‥‥‥。,I don't know. He said he still wanted to investigate some more.
Cole,ケインの奴、あまり無茶しなければいいんだが‥‥‥。,Cain sounds like one of those guys who can never rest.
Sheila,はい、これ借りてた銃。一発も撃たなかったわ。,Yeah. This gun I took with me... I didn't even shoot it.
Cole,うん、シーラは人に銃を向ける事なんて出来ないもんな。,You don't seem like the type who can point a gun at a person.
Sheila,ケインさんは機関銃を持っていたわ。でも、私を助けるために弾を使いきってしまったみたいなの‥‥‥私のせいで‥‥‥,Cain had some kind of machine gun. But I think he used all his bullets helping me.
Cole,大丈夫だよ、彼の武器は飛び道具だけじゃないんだし。昨日なんて何か杭のような物一本だけで死霊を倒しちゃったからね。,"Well, he should be okay, you don't need a ton of bullets for the zombies. Last night, I took one out with a piece of wood."
Sheila,コール、何か香水のような臭いがしない？,Cole... do you smell perfume...?
Cole,香水の臭い？　ああ、多分キャッシーっていう娘の部屋に行ったからじゃないか？,Perfume? Oh! Maybe because I was in that girl's room. Cathy.
Sheila,その娘の部屋には何しに行ったの？,Why were you in her room?
Cole,何もしてないよ、ただサリーに聞いたら彼女はちょっと精神的に疲れているようだから、リラックスさせてやろうと思っただけさ。,No reason! You can ask Sally - she asked me to go since Cathy was mentally exhausted and needed support.
Sheila,ほんとかなぁ‥‥‥。,...Okay...
Cole,あ、お前疑っているだろ‥‥‥。,"You're not suspicious of anything, are you?"
Cole,あっ、今何時だ？,What time is it?
Sheila,８時をまわったところよ。,It's about 8 o'clock.
Cole,この鍵を確かめにドクの家に行かないといけないんだ。ケインの待ち合わせまであと２時間あるな。なんとかなるだろう‥‥‥。,I have to go to Doc's house to see what this key is for. I still have two hours before I have to meet Cain.
Sheila,コール、私も連れてって？,Can I come?
Cole,どうしよう‥‥‥シーラも連れていった方がいいかな‥‥‥？,What to do... should I take Sheila with me?
Cole,〔そうだな‥‥‥シーラはドクの家でこの鍵を見たことがあるって言ってたし、ここに一人にするのは可哀想だもんな〕,(That's right. Sheila told me she saw this key at Doc's house. I feel bad leaving her here...)
Cole,じゃ一緒に行こうか。,"Yeah, let's go together."
Sheila,うん。,Okay.
Cole,〔２時間でギリギリだから、結構走らないといけないからな。シーラには悪いが一人で行った方がいいだろう〕,(I only have 2 hours. Sheila might slow me down. I feel bad leaving her but it's for the best.)
Cole,俺一人で大丈夫さ、それに外はかなり暗くなってるから危険だよ。１０時の約束には必ず戻ってくるし、待っててくれよ。,"It's almost night time and it's dangerous. Just wait here, I'll be back by 10."
Sheila,私もコールに心配かけちゃったしね‥‥‥判ったわ。待ってるから早く帰ってきて‥‥‥。,I'm worried about you... but I understand. Please come back quickly!
Cole,うん、すぐ戻ってくるよ。<TEST >,I'll be back soon.<TEST >
,一緒に連れていく<OR>留守番してもらう,Go together<OR>Go alone
