Nametag,Japanese,English
Cole,あ、どうも初めまして‥‥‥。気分はどう？,"Oh, nice to meet you! How are you?"
Cole,そう、コール。なんか緊張しちゃうな、ホテルとはいえ女の子の部屋っていうのは‥‥‥。,"Yep, Cole. I'm not nervous. It's just a hotel room."
Cole,ショートカットの似合う娘だ。なんかサッパリしてて俺は好きだな。,"She's a nice lady with a short haircut. I like that, it's a unique style."
Cole,毎日シャンプーしているみたいだな。髪の毛に艶もあるし健康そうだ。,She must shampoo every day. Her hair looks shiny and healthy.
Cole,結構女の子って流行を意識するから、俺みたいに１年中同じ髪型って訳にはいかないんだよな。,I'm strangely conscious of trends in women's fashion. I don't like seeing the same hairstyle on everyone.
Cole,<SET ]>俺より年下かな？　<ENDIF>なかなか可愛い顔をしているな。こんな娘だったら一人妹に欲しくなるよ。,<SET ]>Is she younger than me?<ENDIF>She's got a pretty face. I wonder if she has a sister.
Cole,ぱっと見が男の子に見えるが、俺はこういう娘とあまり話した事がないんだよな。<SET ]>年下っぽいけど少し緊張するな。<ENDIF>,Her hair looks very boyish at first.<SET ]>She's younger than me but I feel strangely nervous.<ENDIF>
Cole,こんな娘まで死霊と戦っていると思うとなんだか可哀想だな。,Hard to believe a girl like this survived a zombie apocalypse.
Cole,服装がラフだな。何かの雑誌に書いてあったのを覚えているぞ。こういう服装の女の子って、大体ダンスやスポーツが好きなんだよな。,"My clothes looks pretty rough, at least compared to a magazine. Like a sports magazine or something."
Cole,結構スタイルのいい娘だな‥‥‥この事件が解決したら友達になりたいな。,She's very pretty. I hope we can be friends after this.
Cole,身体は結構小柄だな‥‥‥シーラより小さいかもしれない‥‥‥。,She's very petite. Maybe even moreso than Sheila.
Cole,キャッシーって身体の小さい割には胸は大きいな‥‥‥。,"Well, she's got it where it counts."
Cole,あ、ごめんごめん‥‥‥。,"Ah, I'm sorry, I'm sorry!"
Cole,あまり見ているとまた何か言われそうだな。嫌われる前に止めた方がいいや。,"If I keep staring, she might say something again. I don't want to make this too awkward."
Cole,俺、男だもんな‥‥‥自然にここに目が行ってしまうなぁ。男って不思議だなぁ‥‥‥。,"Look, I'm a man and a man's eyes gravitate here. I don't make the rules..."
Cole,俺の部屋にあったベッドと同じだ‥‥‥みんな同じベッドを使っているのかな？,Same bed as my room. Maybe all the rooms have these beds.
Cole,ベッドが奇麗に整っているな。さすが女の子だ。,The bed's neatly arranged. She's true to gender stereotypes.
Cole,この部屋からの景色は俺の部屋とそんなに変わらないや。,The view from this room isn't so different from mine.
Cole,どこも同じ造りになっているな‥‥‥ホテルだもんな。当たり前か‥‥‥。,"Every room in here has the same layout. That's hotels for you, I suppose."
Cole,あ、ごめん‥‥‥別に何もないよ。,"Sorry, no... nothing."
Cole,<IF d>うん、部屋に戻ってみたけどいなかったよ。そろそろ帰ってくる頃だとは思うが‥‥‥。もう少し待ってみて、それでも帰らなかったら探しに行ってみるよ。<ELSE>いや、まだ部屋には戻ってないから判らないが‥‥‥多分、もう戻っているんじゃないかな。<ENDIF>,"<IF d>Hm, no, I haven't been back to my room.<ELSE>No, I haven't been to my room yet. Maybe I should go back...<ENDIF>"
Cole,いや、大丈夫だよ。きっと戻ってくるさ。<OR>シーラさんがもう部屋に戻ってるかもしれませんから、一度コールさんも部屋にもどってみた方がいいですよ。,"No, it's okay, I'll leave.<OR>Sheila might've come back by now, so I should get going."
Cole,そうだな‥‥‥。<ENDIF>,That's right.<ENDIF>
Cole,キャッシー、いきなりこんな事を聞くのは失礼かもしれないけど歳はいくつなんだい？,"I hope this isn't a rude question, but how old are you?"
Cole,まぁ‥‥‥そんなモンかな？,Well... is that Mon?
Cole,でも皆いい奴ばっかりだよ。ノーズなんて初めて見た時にはいきなり張り倒されるかと思ったよ。,"Everyone seems nice. When I first met Nose, I thought he'd be imposing, but he's actually really nice."
Cole,おいおい、今のは内緒だぜ？,"Hey, can you keep a secret?"
Cole,キャッシーってどんな仕事をしているんだい？,"Cathy, what do you do for a living?"
Cole,女の子なのに大変だなぁ‥‥‥。,It's hard to be a girl...
Cole,ああ、シーラの事か‥‥‥。そうだよ、彼女とは結構長いかな。,"Oh, Sheila? Yeah, she's my girlfriend."
Cole,そうかな？　でもキャッシーだって結構チャーミングだよ。俺、初めて見た時に一発で惚れちゃったもん。,"I don't think so. Cathy is really charming but with Sheila, it was love at first sight."
Cole,‥‥‥そうか？　結構おっちょこちょいで優柔不断で、あまり取り柄がないと思うんだけどな‥‥‥。,"...Really? I think it's a bit intimate, but not very big."
Cole,キャッシーって、こんな状況になっても笑顔でいられるなんて偉いよね。,Cathy is so upbeat; she can even smile in this situation.
