Nametag,Japanese,English
,グァアアアア！！！\nCole: うわああああっ！！　こ、こいつ俺が来るのを知ってて隠れてやがったのか！？,Guaaaaa!!!\nCole: Ahhhhh!!! Did- Did it know I was coming and hid?!
,ガァアアアアア！！！,GAAAAA!!!!
,"　　　　ＮＩＧＨＴＭＡＲＥ　ＣＯＬＬＥＣＴＩＯＮ
　　Ｄｅａｄ　Ｏｆ　Ｔｈｅ　Ｂｒａｉｎ　～死霊の叫び～
　　　　　　　　　ＧＡＭＥ　ＥＮＤ｛｝",            NIGHTMARE COLLECTION\n       Dead of the Brain: Cry of the Living Dead\n         GAME OVER {}
,"ギャァアアアアア！！！
コール：え？　何だ！？　誰が助けてくれたんだ‥‥‥？",Gyaaaa!!!\nCole: Eh? What? Who helped me?
,　男　：危ないところだったな。‥‥‥俺がもう少し遅れていたら完全に君はこいつの餌食になっていたぜ。,
Cole,うわああああっ！！　こ、こいつ俺が来るのを知ってて隠れてやがったのか！？,Ahhhh!!! Did it wait til it knew I was coming?!
Cole,クソッ！！　今ので銃を落としてしまったか‥‥‥。しかし、な、なんて力だ‥‥‥こいつ、今までの死霊より遥かにパワーがあるぞ！！　これではさすがのドクも抵抗できない訳だ‥‥‥。,Shit! Why did I drop my gun now! This zombie is much more powerful than the others! Is that why Doc was overpowered?
Cole,ダメだ‥‥‥たとえ目を潰したとしても、警察署にいた死霊のように目の前の俺を手放すとは思えない‥‥‥。今、この手を放したら間違いなくこいつは俺の頭に喰らいつくだろう。,"No good! It's not letting go of me like the one at the police station! If I stop holding him, he'll eat me for sure!"
Cole,俺をこの部屋に誘い込む程の頭のいいやつだ。ここで肘を曲げられたら一瞬で俺はオダブツだ。,"It's almost like he tricked me into coming in here! If I even bend my elbows, it's all over!"
Cole,ダメだ‥‥‥この死霊は今にも俺に喰らい付いてきそうだ。ましてや、こいつの両手は俺の首をガッチリ掴んでいる。銃を拾うどころか動くこともまずは不可能だろう。,"No!!! This zombie's going to kill me! I can't even move, let alone get my gun!"
Cole,とっさに掴んだ所が良かったのか、こいつは肘を曲げられないため俺に喰らいつく事ができない。とにかくこの両肘を曲げさせたら一瞬で俺はオダブツだ。,"It can't bite me because it's at arm's length! If I even bend my elbows, I'm done for!"
Cole,俺はこいつにガッシリと喉を掴まれているため、ロクに声も出す事ができない。たとえ話し掛けたところで、完全に人間性を失っているこいつには無駄な努力だろう。,"I can't talk since it's got me by the throat! But even if I could, it can't be reasoned with!"
Cole,まずいな、こいつさっきより力を増したようだ。とにかく、ここでこいつを殺るのは無理だ。まず逃げる事を考えた方がいいかもしれない‥‥‥。,This one's more powerful than the others. I can't kill it! It might be better to run away...
Cole,こいつ、いくら蹴ってもビクともしないぞ！！　銃を身体に撃っても死なない奴に蹴りをいれても効くとは思えんが‥‥‥。,He doesn't even seem to notice my kicking! I don't even think a gun could kill this one!
Cole,まずいな、こいつさっきより力を増したようだ。とにかく、ここでこいつを殺るのは無理だ。まず逃げる事を考えた方がいいかもしれない‥‥‥。,This one's more powerful than the others. I can't kill it! It might be better to run away...
Cole,くっそぉ！　俺はこんな所で死ぬ訳にはいかないんだ！！ドクどころか俺まで死んでしまったらシーラは一人ぼっちになってしまうんだ！！,Damn it! I can't die here! Who'll watch after Sheila?!
Cole,放せ、この野郎！　お前なんかに喰われてたまるか！！,Let me go! Didn't you already eat someone today?!
Cole,なんて事だ！！　こいつ俺の首筋を引っ掻きやがった‥‥‥！！,Holy shit! He really scratched my neck!
Cole,なんか‥‥‥身体中の力が抜けていく‥‥‥‥‥‥‥‥‥。,"For some reason, I feel weak..."
Cole,この死霊、さっきドクを襲った時も俺が銃を取りだそうとした際に気がついて逃げたんだ。それにドアの影に潜み、廊下にいた俺をこの部屋へ誘いこんだ‥‥‥。,"When I attacked this one, he noticed and ran away! And he waited for when I didn't have a gun!"
Cole,そういえば警察署の通信室でも、死霊が無線に向かって脳ミソを求めていた‥‥‥完全に死んでいる死体のどこからそんな声が出るんだ‥‥‥。,Come to think of it... I heard one talk on the radio back at the 16th Precinct... but how can a zombie talk?
Cole,こいつらは人間の脳を喰うだけだと思っていたが、さっきの１０２号室では脳どころか身体全部を喰いつくそうとしていた‥‥‥どうして‥‥‥,"I thought they only ate brains, but it seems like the ones in Room 102 were eating the whole body. Why?"
Cole,もしかしてこいつらは人間のように物を考え、潜在意識も持っているのかもしれない。俺やドクが思っていたよりずっと賢い奴等だったのかも‥‥‥。,Maybe they have some kind of thoughts? They could be smarter than Doc and I realized...
Cole,‥‥‥まずい、意識が薄れてきた‥‥‥。くそっ、俺はここで殺られてしまうのか‥‥‥。,Damn... I'm fading... is this it for me?
Cole,‥‥‥こんなことならシーラをもっと大事にしてやればよかったな。今度は目がぼやけてきた‥‥‥。,I should've done more for Sheila... my vision's getting blurry...
Cole,うん‥‥‥？　誰かがこの部屋に入ってきたようだ‥‥‥うかつだった‥‥‥まだ死霊が残っていたとは‥‥‥。,Hm? It seems someone came into this room. The zombie stayed here and waited for me.
,目潰しを食らわす<OR>　　銃を拾う　　,
,死霊に話し掛ける<OR>死霊に蹴りを入れる,Reason with a zombie<OR>Kick it
,がむしゃらに逃げる<OR>死霊の様子を考える,Run<OR>Ponder the situation
,ＣＯＮＴＩＮＵＥ<OR>ＧＡＭＥ－ＥＮＤ,Continue<OR>Quit
