Nametag,Japanese,English
,男の声：そのカプセルはこの部屋からでないと開ける事ができないんだよ、コール君‥‥‥。,"Man's voice: The capsule can only be opened from within here, Cole."
Sheila,ここは‥‥‥？,Here?
Cole,大きな機械がたくさんあるな‥‥‥何の部屋だろう？,There are a lot of big machines. What is this room?
Cole,大きな機械がいくつも並んでいるな。,There are many big machines.
Sheila,ここは何をする部屋なのかしら？,What is this room for?
Cole,たいそうな機械だが、俺には何に使うものなのかさっぱり判らないな。,"A huge machine, but I have no idea what it does."
Cole,ん！？　あのカプセル‥‥‥人が入ってるようだぞ！？,What? That capsule looks like someone is in it!
Sheila,えっ！？,Ah!
Cole,ケイン！？,Cain?!
Sheila,ケインさん！！,Cain!!!
Cole,な、なんでこんなカプセルに‥‥‥！？,What's he doing in the capsule?!
Cole,ちょっと待ってろ、今開けてやるから！！,"Hold on, Cain! I'll open it!"
Sheila,コール、あそこ！！,"Cole, look!"
Cole,グールか！！,Ghoul!
Cole,グール！！　貴様ぁ！！,Ghoul! You bastard!
Cole,貴様の狙いは何だ！！　どうして罪もない人を虐殺するんだ！？,What's your goal! Why are you slaughtering innocent people?!
Cole,そ‥‥‥そんなくだらない事でメンバーの皆を殺したっていうのか！！,You... you killed all the people at the hotel for such a stupid goal!
Cole,ふざけるなっ！　愛した人を救うためには命だって‥‥‥Guul: ワッハッハッハッ‥‥‥。,This isn't a game! It's part of life to lose a loved one!\nGhoul: Hahaha...
Cole,なっ、何がおかしいんだ！？,W-What's wrong?
Cole,なんだと！？,What?!
Cole,ドクは自分が死霊になる事を察していたんだ‥‥‥。俺だって同じ立場だったらドクと同じ事を言ってたさ‥‥‥。,"Doc knew he would become a zombie. If I were in his position, I'd have done the same thing."
Cole,ふざけるなっ！！　誰がお前なんかと‥‥‥。お前は狂ってる‥‥‥そんなくだらない事で人々を虐殺するなんて、お前だけは絶対に許さねえ！！,Don't act like that! You're crazy. You've slaughtered all those people!
Cole,なに！？　防弾か！？,What? Bulletproof?!
Sheila,やめて！！！　お願い！！　コール、何とかして！！,"Stop! Please! Cole, do something!"
Cole,グール！！　わ、判った‥‥‥お前の言うとおりにするよ。だからケインをすぐに出してやってくれ！！,Ghoul... I'll do whatever you want! Just let Cain out!
Cole,ケイン！！,Cain!!!
Sheila,いやああああ！！！　お願い、助けて！！！,No!! Please! Help!
Cole,ケイン！！！,Cain!!!
Cole,シーラ、逃げるぞ！！,"Sheila, get out!"
Sheila,きゃあ！！,Kyaa!!!
Cole,クソッ！！　シャッターか！！,Shit! A shutter!
Cole,部屋の中央には、何かの装置‥‥‥いや、あれはカプセルか？,There's something in the middle of the room. Is it another capsule?
Cole,こんなでっかいカプセルは、一体何に使われるものなんだ？,What are these big capsules used for?
Sheila,あそこだけガラス張りになっているようね。,It looks like it's just covered in glass.
Cole,コンソールのようだが‥‥‥ここからじゃ良く見えないな。,It's a console. I can't do anything from here.
Cole,ガラス張りになっているが、ここじゃ低すぎて良く見えないな。,"It's glass, but it's too low. No good."
Cole,このケーブルはあそこのカプセルに繋がっているようだ。随分と太いケーブルだが、流すのは電気だけじゃないように思えるな。,"This cable is connected to this capsule. It's very thick, probably for more than just electricity."
Cole,ケーブルはカプセルから俺達の後ろの壁へ入っているな。,The cable goes from the wall to the capsule behind us.
Cole,この部屋の床はピカピカに磨いてあるようだな。さっきの廊下とは段違いだ。,The floor in this room is shiny. Very different from the tunnel before.
Cole,ゴミ一つ落ちていないきれいな床に、俺達の足跡が付いている。,Our footprints are the only things on this clean floor. No trash or anything besides.
Cole,壁はいかにも清潔そうな感じだな。,The walls are really clean.
Sheila,かなり広い部屋ね‥‥‥。,It's certainly a large room.
Cole,ああ、研究所自体でっかいからな。こんな部屋があってもおかしくはないだろう。,"It's such a huge lab, it's not surprising there's such a big room here."
,Cain: コール！！　どうしてここへ！？,Cain: Cole! What are you doing here?!
,Cain: 奴が‥‥‥グールが死霊を‥‥‥！！,Cain: That guy... it's Ghoul's Zombie!
,Guul: ほう、今度は二匹のネズミが潜り込んできたのか‥‥‥。,Ghoul: It looks like two rats have infested this place.
,Guul: お前がここへ来たという事は、キールの奴め‥‥‥やはり裏切ったな。まあ、初めから信用してなかったがな。ヘリで襲った時のマヌケな顔は今でも覚えているよ。,"Ghoul: I betrayed that idiot Killer. It looks like you survived, somehow. I can't forget your dumb face when I shot at it in the helicopter."
,Guul: 狙い？　そんな物はないな、ただ遊んでるだけだよ。人間の死に様というものがこれ程まで楽しいものだったとはな‥‥‥。,Ghoul: My goal? What goal? It's fun to play with human lives.
,Guul: 今まで何百人と見ているが、苦しもがいて死ぬ奴を見ているとたまらないよ。あれは一種の快感だぜ。,"Ghoul: I've seen hundreds die, but there's nothing more pleasurable than seeing people struggle in futility to live."
,Guul: そうだ、くだらない事だ。そもそも人間なんて、金や名誉‥‥‥そんなくだらない物を追いつづけて死んでいくんだよ。,Ghoul: Stupid? Look what goals people usually die for. Money and honor. Stupid goals if I ever heard them.
,Guul: それだったら俺を楽しませて死んで貰った方がずっと価値があると思うがな。己の事しか考えられない現代の人間が、人の為に自らの命をかける奴なんていると思うのか！？,Ghoul: It's much more entertaining to watch people die by my hand! Is there anyone in this day and age who can say they've lived truly for themselves to such a degree?
,Guul: ワッハッハッハッ‥‥‥。,Ghoul: Hahahaha.
,Guul: 愛に逃げるか、コール？,Ghoul: Will you flee and leave her to die here?
,Guul: なら聞くが、お前はどうしてクーガーを撃ったんだ？　クーガーとは大の親友じゃなかったのか？,Ghoul: Didn't you shoot Cooger? Wasn't he your best friend?
,Guul: 大の親友のクーガーを撃ったお前の事だ‥‥‥相当見込みがあると睨んでいたよ‥‥‥。,Ghoul: When you shot your best friend... I thought maybe I saw great promise in you.
