Nametag,Japanese,English
Cole,日記は‥‥‥１月２４日に‥‥‥２月６日‥‥‥日付が飛び飛びになっているな。そういえば、２月６日といえば写真の日付と一緒だな。この頃にドクは何をしていたんだろうか。,"In the diary, January 24 and February 6 jump out. Speaking of which, Feb 6 was the same date as the photo. What was Doc doing on that date?"
Cole,取り敢えず、この１月２４日から読んでみるか。,Let's start by reading Jan 24.
Cole,この頃から蘇生薬のもたらす狂暴化に悩んでいたのか‥‥‥。,Was he worried about the violence caused by the resurrection drug?
Cole,次は２月６日か‥‥‥。,Next is Feb 6.
Cole,もし、この時にドクの言った事を真に受けた奴がいたとしたら‥‥‥。,If anyone at this time did what Doc said...
Cole,と、とにかく次を‥‥‥。,"Anyway, next..."
Cole,次は２月２５日だ。,Next is Feb 25.
Cole,あのジャックという警官もすぐに蘇生させたが、結局は狂暴化してしまったもんな‥‥‥。やはり狂暴化は小動物も人間も同じ結果になってしまうんだな。,"The police officer named Jack was revived immediately, but eventually became violent. After all, violence occurs in both humans and small animals."
Cole,２月２７日か‥‥‥。,Feb 27...
Cole,なんだって！？　じゃ、やっぱりドクの言ってた事を真に受けて、ドクの家に盗みに入った奴がいたのか！？,"Wait, what? There was someone who broke into Doc's house and took his work?"
Cole,ケインの言ってた１ヶ月前というのも、多分何者かがドクの蘇生薬を使って‥‥‥。,"Cain said that a month ago, someone was using a resurrection drug..."
Cole,ドクは俺の驚いた顔を楽しみにしていたんだ‥‥‥。それがあんな事になってしまうなんて‥‥‥。,Doc would have looked forward to my shocked face. He was that kind of person.
Cole,でも犯人の手掛かりがないって‥‥‥一体誰が薬を持ち出したんだろう？　ドクの住所なんて名簿を見れば一発だからな‥‥‥学会の人間だったら誰でも来る事ができるし‥‥‥。,But no clue as to the culprit... Doc's address is publicly listed. It could've been anyone.
Cole,次の３月２５日っていえば一週間前だな。,Next is March 25... one week ago.
Cole,これで全部か‥‥‥。,Is that everything?
Cole,何者かがドクの研究を盗んでやった事には間違いないだろう。ケインの街に死霊が現れたのも、多分そいつの仕業だな。,There's no doubt someone stole Doc's work. The zombies from a month ago Cain mentioned prove that it's that thief's work.
Cole,もう一度最初から読んでみるか‥‥‥。,Should I re-read it?
Cole,ドクの研究を盗んだ犯人とは、一体誰なんだろう‥‥‥。,Who stole Doc's research?
Cole,少し変わった本だな‥‥‥‥‥‥あれ？,This book... it's a little strange.
Cole,これは本でなく日記のようだぞ。ドクが日記を付けていたとは知らなかったな。,"This looks like a diary, not a textbook. I didn't know Doc kept a diary."
Cole,いくら俺でもドクの日記を勝手に読むなんて事はできないけど、なんでこんな金庫の中にわざわざ日記なんか入れておくんだろうか。,I understand keeping a diary private... but why did he keep it locked in a safe?
