Nametag,Japanese,English
Cole,日記は‥‥‥１月２４日に‥‥‥２月６日‥‥‥日付が飛び飛びになっているな。そういえば、２月６日といえば写真の日付と一緒だな。この頃にドクは何をしていたんだろうか。,
Cole,取り敢えず、この１月２４日から読んでみるか。,
Cole,この頃から蘇生薬のもたらす狂暴化に悩んでいたのか‥‥‥。,
Cole,次は２月６日か‥‥‥。,
Cole,もし、この時にドクの言った事を真に受けた奴がいたとしたら‥‥‥。,
Cole,と、とにかく次を‥‥‥。,
Cole,次は２月２５日だ。,
Cole,あのジャックという警官もすぐに蘇生させたが、結局は狂暴化してしまったもんな‥‥‥。やはり狂暴化は小動物も人間も同じ結果になってしまうんだな。,
Cole,２月２７日か‥‥‥。,
Cole,なんだって！？　じゃ、やっぱりドクの言ってた事を真に受けて、ドクの家に盗みに入った奴がいたのか！？,
Cole,ケインの言ってた１ヶ月前というのも、多分何者かがドクの蘇生薬を使って‥‥‥。,
Cole,ドクは俺の驚いた顔を楽しみにしていたんだ‥‥‥。それがあんな事になってしまうなんて‥‥‥。,
Cole,でも犯人の手掛かりがないって‥‥‥一体誰が薬を持ち出したんだろう？　ドクの住所なんて名簿を見れば一発だからな‥‥‥学会の人間だったら誰でもここへ来る事ができるだろうしな。,
Cole,次の３月２５日っていえば一週間前だな。,
Cole,これで全部か‥‥‥。,
Cole,何者かがドクの研究を盗んでやった事には間違いないだろう。ケインの街に死霊が現れたのも、多分そいつの仕業だな。,
Cole,もう一度最初から読んでみるか‥‥‥。,
Cole,ドクの研究を盗んだ犯人とは、一体誰なんだろう‥‥‥。,
Cole,少し変わった本だな‥‥‥‥‥‥あれ？,
Cole,これは本でなく日記のようだぞ。ドクが日記を付けていたとは知らなかったな。,
Cole,いくら俺でもドクの日記を勝手に読むなんて事はできないけど、なんでこんな金庫の中にわざわざ日記なんか入れておくんだろうか。,
Cole,日記は‥‥‥１月２４日に‥‥‥２月６日‥‥‥日付が飛び飛びになっているな。そういえば、２月６日といえば写真の日付と一緒だな。この頃にドクは何をしていたんだろうか。,
Cole,取り敢えず、この１月２４日から読んでみるか。,
Cole,この頃から蘇生薬のもたらす狂暴化に悩んでいたのか‥‥‥。,
Cole,次は２月６日か‥‥‥。,
Cole,もし、この時にドクの言った事を真に受けた奴がいたとしたら‥‥‥。,
Cole,と、とにかく次を‥‥‥。,
Cole,次は２月２５日だ。,
Cole,あのジャックという警官もすぐに蘇生させたが、結局は狂暴化してしまったもんな‥‥‥。やはり狂暴化は小動物も人間も同じ結果になってしまうんだな。,
Cole,２月２７日か‥‥‥。,
Cole,なんだって！？　じゃ、やっぱりドクの言ってた事を真に受けて、ドクの家に盗みに入った奴がいたのか！？,
Cole,ケインの言ってた１ヶ月前というのも、多分何者かがドクの蘇生薬を使って‥‥‥。,
Cole,ドクは俺の驚いた顔を楽しみにしていたんだ‥‥‥。それがあんな事になってしまうなんて‥‥‥。,
Cole,でも犯人の手掛かりがないって‥‥‥一体誰が薬を持ち出したんだろう？　ドクの住所なんて名簿を見れば一発だからな‥‥‥学会の人間だったら誰でもここへ来る事ができるだろうしな。,
Cole,次の３月２５日っていえば一週間前だな。,
Cole,これで全部か‥‥‥。,
Cole,何者かがドクの研究を盗んでやった事には間違いないだろう。ケインの街に死霊が現れたのも、多分そいつの仕業だな。,
Cole,もう一度最初から読んでみるか‥‥‥。,
Cole,ドクの研究を盗んだ犯人とは、一体誰なんだろう‥‥‥。,
Cole,少し変わった本だな‥‥‥‥‥‥あれ？,
Cole,これは本でなく日記のようだぞ。ドクが日記を付けていたとは知らなかったな。,
Cole,いくら俺でもドクの日記を勝手に読むなんて事はできないけど、なんでこんな金庫の中にわざわざ日記なんか入れておくんだろうか。,
Cole,もしドクの研究を盗んだ犯人がこの写真の中にいたとしたら、今頃は死霊に喰われてしまっているのか、もしくはどこかであざ笑っているのかも‥‥‥。,
Cole,この写真の中のドクの表情には余裕があるな。蘇生薬を発表して、ここにいる皆を驚かせてやろうと考えていたのだろうな。,
Cole,ここに写っている他の学者さんたち‥‥‥ん！？,
Cole,ドクの前に写っている奴‥‥‥キールに似ていないか？,
Sheila,そう言われてみれば‥‥‥そっくりだわ。でも、キールさんって警察の人でしょ？　どうして警察の人が学会で皆と写真を撮っているの？,
Cole,ちょっと待てよ‥‥‥,
Cole,たしかドクはキールをどこかで見た事があるって言ってたな‥‥‥。,
Cole,キールがもし学会で、この時のドクの話を聞いていたとしたら‥‥‥。,
Sheila,そんな‥‥‥まさかキールさんのような人が‥‥‥,
Cole,俺も信じたくはないよ‥‥‥。,
Sheila,もしキールさんが隣街での被害を調べていて、その原因をつきとめるためにクーガーさんを尾行していたとしたら‥‥‥？,
Cole,いや、それはないと思うな。もしそうだとしたら、警察はこの街に被害が及ぶ前に住民を避難させる筈だろ？　ただ‥‥‥,
Sheila,ただ‥‥‥何？,
Cole,もしキールがドクの研究を盗んでいたとしたら、どうしてあのホテルで初めて会った時にドクを殺さなかったのかが判らないな。,
Sheila,私達の手前、できなかったとか？,
Cole,いや、それだったら俺達３人一緒に殺ってしまう方が手っ取り早いだろ？,
Sheila,‥‥‥あっ！,
Sheila,いけないっ、もうこんな時間よ。ケインさんとの約束の時間までもうすぐだわ。,
Cole,そうだった‥‥‥うっかりしていたよ。シーラ、急ぐぞ！,
Cole,この封筒には何が入っているのかな‥‥‥。,
Cole,写真が一枚入っているだけだな。ドクが他の科学者達と一緒に学会で撮ったもののようだ。,
Cole,この封筒には写真の他には何も入っていない。,
Cole,写真の日付を見ると‥‥‥××年の２月６日となっている。今から２ヶ月程前のものだ。,
Cole,もしドクの研究を盗んだ犯人がこの写真の中にいたとしたら、今頃は死霊に喰われてしまっているのか、もしくはどこかであざ笑っているのかも‥‥‥。,
Cole,この写真の中のドクの表情には余裕があるな。蘇生薬を発表して、ここにいる皆を驚かせてやろうと考えていたのだろうな。,
Cole,ここに写っている他の学者さんたち‥‥‥ん！？,
Cole,ドクの前に写っている奴‥‥‥キールに似ていないか？,
Sheila,そう言われてみれば‥‥‥そっくりだわ。でも、キールさんって警察の人でしょ？　どうして警察の人が学会で皆と写真を撮っているの？,
Cole,ちょっと待てよ‥‥‥,
Cole,たしかドクはキールをどこかで見た事があるって言ってたな‥‥‥。,
Cole,キールがもし学会で、この時のドクの話を聞いていたとしたら‥‥‥。,
Sheila,そんな‥‥‥まさかキールさんのような人が‥‥‥,
Cole,俺も信じたくはないよ‥‥‥。,
Sheila,もしキールさんが隣街での被害を調べていて、その原因をつきとめるためにクーガーさんを尾行していたとしたら‥‥‥？,
Cole,いや、それはないと思うな。もしそうだとしたら、警察はこの街に被害が及ぶ前に住民を避難させる筈だろ？　ただ‥‥‥,
Sheila,ただ‥‥‥何？,
Cole,もしキールがドクの研究を盗んでいたとしたら、どうしてあのホテルで初めて会った時にドクを殺さなかったのかが判らないな。,
Sheila,私達の手前、できなかったとか？,
Cole,いや、それだったら俺達３人一緒に殺ってしまう方が手っ取り早いだろ？,
Sheila,‥‥‥あっ！,
Sheila,いけないっ、もうこんな時間よ。ケインさんとの約束の時間までもうすぐだわ。,
