Nametag,Japanese,English
,中央の男：君達、よくここに入れたね。どこから入ってきたんだ？,Guy in the middle: This place is well fortified. Where did you come from?
,中央の男：あの入り口は暗証を知ってる者しか入れない筈だが、どこで暗証番号を？,Guy in the middle: You needed a PIN number to get in here. How did you find that?
,中央の男：なるほど、署長室に忘れてきたのは確かに私だ。１６分署は私が仕切っているんでな。数十体の死霊にいきなり襲われたので、つい忘れてきてしまったな。,"Guy in the middle: Oh yeah, the chief's office. The station was overwhelmed by zombies so I forgot about that."
,中央の男：ところで君、署の武器庫へは入ったかね？,"Guy in the middle: By the way, did you get into the station's armory?"
,中央の男：武器がなくて辛かったろう？　私がみんなここへ運んでしまったからね。,Guy in the middle: But you got through without any weapons? Amazing. I brought everyone else here.
,中央の男：おっと紹介を遅れたが、皆は私の事をグールって呼んでいる。本名はリチャード・グリスだ。,"Guy in the middle: Oh, I forgot to introduce myself. My codename's Ghoul but my real name is Richard Gris."
,足を投げ出している男：そんなガキ、使える訳がねぇだろう？　大体、お前がリーダーになるなんて事も俺は認めてねぇんだぜ！？,Guy with his feet up: Can't we use this kid? I think that's what a real leader would do.
,眼鏡をかけた女：レイ、やめなさい！　彼は署長なのよ、市民を守るために色々考えてくれてるわ。,"Woman with Glasses: Ray, knock it off. Ghoul's a chief and his first priority is to protect the citizens."
,スキンヘッドの男：ほお、それでどうやって出ていくんだ？　外は死霊だらけだぞ。電車に乗ろうにも運転手がいない、飛行機だってそうさ。死霊にでも運転させるか？,"Bald guy: So how are we gonna get out here? The outside is full of zombies. We can't take the train, unless you want a zombie to drive it?"
Killer,廊下にいた生き残りだ。あの男なら使えるかもしれない。Cole: 〔俺の事を言ってるのか？　なんか嫌な感じだな‥‥‥〕,They survived outside. He might be able to do it.\nCole: (Are they talking about us? I don't feel good about this.)
Cole,ホテルの正面入り口ですが‥‥‥。,It's the entrance of the hotel but...
Cole,訳あって１６分署で見つけたんです。僕等が行った時には、既に署は死霊に殺られた後でした。,We found a memo at the 16th Precinct. But everyone inside was already attacked by zombies.
Cole,ええ、中で死霊に襲われましたが何とか無事に‥‥‥。,"Yeah, I was attacked by a zombie, but fortunately, I'm okay."
Cole,そうだったんですか‥‥‥どうりでカラッポだった訳だ‥‥‥。でもあそこの署長が貴方だったなんて‥‥‥えっと、何て呼べばいいんでしょうか？,"That so? Is that the reason it was crap? But if you're not the chief, then who are you?"
Cole,俺はコール、そしてクーガー博士とこっちがシーラです。でも避難場所って書いてあったのでここに来れば街の人達がいると思って来たんですが‥‥‥６人しか生き残れないなんて‥‥‥。,"I'm Cole, and this is Doctor Cooger and Sheila. I figured there'd be more people here, but if only six survived..."
Cole,〔あの男はレイというのか‥‥あまりいい奴とはいえないな。あのサリーっていう女の人はなかなかしっかりしているように思えるぞ〕,That guy Ray... I don't trust him. But Sally seems like a good person.
Sheila,コール、どうするの？,"Cole, what will you do?"
Cole,"俺やってみるよ。やっと生きてる人間にめぐり合えたからね。
〔ドクのためにもその方がいいだろうな〕<OR>Cole: やっぱり俺‥‥‥
Ray: ほらみろ、そんなガンも持てねぇ小僧に化け物退治なんてやる勇気はねぇよ！",I'll do it. Just to help find more survivors.\n(But I think Doc should go with me.)<OR>Well...\nRay: I don't know! I can't face more zombies.
Cole,そこまで言われたんじゃ俺にだって面子があるんだ。やってやるさ！！<ENDIF>,I'm determined. I'll do it!<ENDIF>
Sheila,"コール、行きましょ。
Cole: あ、うん‥‥‥。","Cole, you have to go.\nCole: Oh, yeah..."
,Guul: いつもリーダー的な存在にいるからだろう、気付かぬうちにグールなんてあだ名が付いていたよ。署でもここでも‥‥‥。,
,Guul: ああ。だが今はこの６人で必死に死霊を相手に戦っている。奴等はほうっておけばどんどん増えていくだろう。そのためには一人でも多くの人員が必要だ。,
,Guul: かなりきつい仕事だが、生き延びるためにはそれしか方法はない。どうだろ、君も仲間に加わってくれないか？,
,Ray: へぇ、一般市民を本当に守ってくれてるのかよ、この状況になったのもそれを考えているからだっていうワケか？　え？　サリーよぉ。,"Ray: Is it really about saving the general populace? What do you think, Sally?"
,Sally: こんな状況になってしまったからみんなで必死にやってるんでしょ！？,Sally: This is a desperate situation and everyone has to pitch in!
,Ray: そんな古い無線で一生懸命やって一体どうなるんだ？　ＳＯＳを出しても電波が届かなきゃ意味ねえんだよ。俺は今すぐにでもこんな所出ていきたいんだよ！！,Ray: What if the radio doesn't work? What if we're out of range? I think our best plan is to move on from here.
,Ray: くっ‥‥‥‥‥‥‥‥‥。,Ray: C-...
,Ray: ほらみろ、そんなガンも持てねぇ小僧に化け物退治なんてやる勇気はねぇよ！,"Ray: It's not that I don't care, I just can't face those monsters."
,Guul: ありがとう、コール君。３人共疲れただろう、しばらく部屋で休んでいるといい。サリー、銃とカードを。,
,Sally: はい、これです。,"Sally: Yep, here you go."
,Guul: 君の部屋は２２０号室だ。このＩＤカードを通せば入れるよ。暗証番号は殺してあるから入れる必要はない。それとこの銃は決して人間に向けるな。向けるのは死霊だけだぞ。,
,Guul: 作戦は後でそこのサリーに伝えてもらう。３０分後には出動してもらうから、それまで部屋でじっとしていなさい。,
,Guul: それとレイ、意見は多い程いい。だが、チームワークを乱すことが命取りになるという事を忘れるな。,
,　やる　<OR>やらない,
