Nametag,Japanese,English
Sheila,クーガーさん‥‥‥。<OR><C523280FC52423>Sheila: コール、よかった‥‥‥遅かったのね、すごく心配してたのよ。,"Dr. Cooger...<OR><C523280FC52423>Sheila: Thank goodness. You were gone so long, I was worried."
Cole,ああ、いろいろあったけど‥‥‥ね。<ENDIF>,"Oh, there was a lot down there.<ENDIF>"
Cole,シーラの気持ちは判るな‥‥‥ドクが死んでしまったのは俺のせいだもんな。,I don't understand why Sheila feels guilty. It's my fault Doc died.
Cole,シーラもドクに可愛がられていたもんな‥‥‥可哀想な事をしてしまったよ‥‥‥。,Sheila and Doc were friends too... I feel terrible for what happened.
Cole,シーラを泣かしてしまった事は何度もあったが、こんなに泣いた事は今まで一度もなかったな‥‥‥。俺がしっかりしないばっかりにシーラまで悲しませてしまったな、ごめんよ‥‥‥。,"I've seen Sheila cry before, but not like this. I'm so sorry she feels so bad."
Cole,結構時間がかかったしな、シーラに心配かけちゃったな。,I was gone awhile and I was worried about her this whole time.
Cole,ドクの事を話したらシーラの事だからえらく悲しむだろうな‥‥‥。,Talking about Doc right now will make Sheila feel worse.
Sheila,コール、首にアザがついてるわ。大丈夫だったの？,"Cole, your neck is bruised. Are you ok?"
Cole,ああ、危ないところだったけどね‥‥‥。,"Yeah, it was dangerous down there."
Sheila,あれ？　クーガーさんは？　一緒に行ったんじゃなかったの？,How's Doctor Cooger? Didn't he go with you?
Cole,シーラ、俺のせいでドクは死霊に殺られてしまったんだ‥‥‥。,Sheila... Doc got attacked by a zombie. He didn't make it.
Sheila,えっ？　殺られてしまった‥‥‥って、どういう事！？,What! Doc died?! Why!!!
Cole,俺が２階で部屋を調べていた時にドクは背後から死霊に襲われて‥‥‥。,"When we were exploring the second floor, Doc"
Sheila,うそ‥‥‥嘘でしょ！？,No... it's not true!
Cole,嘘だと信じたいが‥‥‥こればっかりは‥‥‥。,I wish it weren't true...
Cole,俺がモタモタしていたばっかりに‥‥‥,I was saying that to myself the whole way up.
Sheila,そんな‥‥‥クーガーさんが‥‥‥そんな‥‥‥,Doctor Cooger... is...
Cole,シーラ‥‥‥。\nSheila: どうして助けてあげなかったの‥‥‥？,Sheila...\nSheila: Cole... why didn't you save him?
Cole,助けたさ‥‥‥だけどドクは既に頭に傷を‥‥‥。あの時ドクがいなかったら俺が死霊にやられていたのかもしれないよ‥‥‥。,"I tried... but he was already bitten. If he hadn't been there, it would've been me..."
Sheila,そんな‥‥‥クーガーさんはコールの身代わりになって‥‥‥。,So Doc died instead of you...
Cole,ドクは自業自得だって言ってたよ。シーラにまで恐い思いをさせてしまったと‥‥‥。,Doc died trying to save both us. He was concerned about you too.
Sheila,うっ‥‥‥うっ‥‥‥‥。私‥‥‥クーガーさんをとても大事に想っていたのに‥‥‥どうして‥‥‥あんなに優しい人がそんな目に遭わなければいけないの‥‥‥。,Oh... oh... oh Doctor Cooger... Why? Why did such a kind person have to die...?
Cole,シーラ‥‥‥‥。,Sheila...
Sheila,私を本当の孫みたいに可愛がってくれてたのに‥‥‥。,He reminded me of my grandfather...
Cole,シーラ、俺が悪かったよ‥‥‥泣きやんでくれよ‥‥‥。,"Sheila, don't cry... it was my fault what happened to Doc."
Sheila,う、ううん。コールのせいじゃないわ‥‥‥ごめんなさい。,"I'm sorry, Cole. It's just so much to bear..."
