Nametag,Japanese,English
Cole,シャンプーの香りがするな。俺って女の人のシャンプーの香りに結構弱いんだ‥‥‥。,No shampoo... I'm quite attuned to the smell of women's shampoo.
Cole,間違ってもノーズからはこんな香りは出ないぞ。,"Unless I'm mistaken, and that's Nose's smell."
Cole,女性って髪型からも性格が判るんだよな。でもサリーの髪型だと一言で説明できないな。,"You can tell a woman's personality from her hair. But Sally, I can't really tell."
Cole,昨日見た時よりずっと奇麗に見えるな‥‥‥。,Looks much better than yesterday.
Cole,サリーは昨日もやけに落ち着いていたよな。どんな時でも落ち着いて物事を考える事ができるなんて、とても羨ましいな‥‥‥。,Sally was very calm yesterday. I'm jealous. I wish I could keep my cool like that in this situation.
Cole,奇麗な人ってメガネを外すと、もっと奇麗に見えるっていうからなぁ‥‥‥。,Beautiful people look even better when they take off their glasses.
Cole,サリーもメガネを外したら、今とは全然雰囲気が変わってしまうんだろうな。,"If Sally takes off her glasses, the whole atmosphere will change."
Cole,なかなかオシャレな服を着ているな。有名なブランド物だろう。女の人って服を選ぶのに結構時間がかかるんだけど、サリーの場合は見てすぐ決めちゃいそうなタイプだな。,"Unlike my outfit, that's a fashionable brand. Usually it takes women awhile to pick out an outfit, but I bet Sally knows what to wear right away."
Cole,なかなか色っぽい服装が好みなのかな？　それとも、どんな服を着ても色っぽく見えてしまうのかも‥‥‥。,Does she like pretty clothes? Or maybe she looks good no matter what she wears.
Cole,スタイルもいいし魅力的な女性だな。,She's an attractive woman with a good style.
Cole,何度見てもサリーの胸は大きいな。でも胸だけじゃなく、これだけスタイルがいいとモデルになれるかもしれないな。,"Well, they're big no matter how many times I look. I feel like Sally could be a model."
Cole,ま、まさか‥‥！,N- No way!
Cole,また突っ込まれるからやめた方がいいみたいだな。,I'd better stop or I'm gonna get in trouble.
Cole,サリーって、ここに来る前はどんな仕事をしていたの？,What did you do for a living before all this?
Cole,そうだな‥‥‥メガネかけてるからＯＬとか‥‥‥？,I see. You're wearing glasses so I didn't think of anything involving physical activity.
Cole,なるほど‥‥‥インストラクターか、それでスタイルがいい訳だな。,"Of course. You're an instructor, so it makes sense you have a sharp fashion sense."
Cole,俺かい？　格好良く言えばインテリア関係だよ。今じゃ塗装ばっかりだけどね。,"Who, me? If you're talking about interior, it's just interior. I'm basically a painter."
Cole,あははは、だといいんだけどね。,"Ahaha, I hope that's good!"
Cole,そういえば昨日サリーの横にいた女の子は誰なの？,Who was that girl sitting there yesterday?
Cole,そうなんだ、可哀想だな‥‥‥。,I see. I feel bad for her.
Cole,このチームのメンバーって、皆いい人ばっかりだよね。,The members of this team are all good people.
Cole,しつこい？,Insistent?
Cole,ああ、判ってるさ。,"Ah, I understand."
Cole,２１３号室か‥‥‥後で様子でも見てくるかな。,"Room 213, huh... maybe I'll go there later."
Cole,わかってるってば。,Gotcha.
Cole,大丈夫だって。,It's okay.
,Sally: コール、私に何か用？,"Sally: Something to ask me, Cole?"
,Sally: コール、どうしたの？　まだ私に用？,Sally: All okay? Still have a question?
,Sally: どうしたの？　私の顔に何かついてる？,Sally: What's wrong? Is there something on my face?
,Sally: ねぇコール、私の胸を見るために呼んだの？,"Sally: Hey Cole, eyes up here."
,Sally: 怪しいなぁ‥‥‥。,Sally: That's suspicious...
,Sally: 私？　うふふ、どんな仕事に見える？,"Sally: Me? Haha, what kind of work do you think?"
,Sally: 残念でした。エアロビのインストラクターをしていたわ。,Sally: Not at all. I was actually an aerobics instructor.
,Sally: レッスン中ではメガネは外しているわ。そんなに視力が無いって程でもないしね。,Sally: I take off my glasses for class. My sight's not that bad.
,Sally: コールはどんな仕事をしていたの？,Sally: What about you? What did you do?
,Sally: じゃ、この事件が片付いたら商売繁盛ね。,"Sally: Well, if this incident clears up, business wil be booming."
,Sally: ああ、キャッシーの事ね。彼女ちょっと精神が不安定なの。だから今は部屋で休んでいるわ。,"Sally: Oh, you mean Cathy. She's pretty shaken up, so she's resting in her room."
,Sally: そうね。グールさんは署長やってるから頭の切れがいいし、仕事にしたって皆の事を一番最初に考えてくれるわ。,"Sally: Yeah, Ghoul is a Chief of police, so he's quite sharp and he thinks of people (right after work)."
,Sally: キールさんも気さくでとてもいい人よ。現場での活躍は結構いいみたいだし‥‥‥やっぱり刑事さんってこういう状況に一番向いているみたいね。,Sally: Killer is very nice too. He gets the job done. It seems like a detective is very suited ofr this kind of work.
,Sally: ノーズさんはコールも知ってる通り、温かくてとても優しい方ね。私も初めて会った時はちょっと近寄りがたかったけど、全然そんなことはないわ。,"Sally: Nose is very warm and kind, as you know. I'd like to get to know him better, but we're all so stressed..."
,Sally: レイはあんななりしているけど、実戦では結構優秀だわ。元々拳銃を撃つのが好きみたいだったけど‥‥‥でも彼の場合、少し目立ちたがり屋ってのがあるわね。,"Sally: Ray is going through a rough time, but he's normally quite nice. He was going to teach me to shoot a gun, but he's ... going through something right now."
,Sally: それに最近ちょっとしつこいのよ。,"Sally: Yeah, I was a little worried about Ray. I actually thought he had a thing for me, but he's just very intense."
,Sally: うん、レイの事で心配していたら彼は私が気があるんじゃないかと思っていたらしいの。私は全然そんな考えは持ってなかったけど‥‥‥結局は彼の勘違いなんだけどね。,"Sally: Yeah, he was worried about Ray and was going to talk to him about it. Fortunately, it was just a misunderstanding."
,Ray: サリー、いつまでも何を話しているんだ？\nSally: もぅ、何でもいいでしょ！,"Ray: Sally, what are you talking about?\nSally: Oh, it's nothing."
,Sally: ほらね。こんな事を彼に言ったら、また皆に迷惑かけちゃうから彼には内緒よ。,Sally: I see. Keep it to yourself. Telling him something like this might cause problems again.
,Sally: あ、そうそう。コールもキャッシーと会っておいたほうがいいわね。もし暇だったら話し相手に行ってあげてね。,"Sally: Oh yeah, you should go talk to Cathy. Maybe you can cheer her up."
,Sally: 彼女の部屋は２１３号室よ。私もさっき行ってみたけど、少し元気でてきたみたいだし。コールが行けばきっと喜ぶわ。,"Sally: She's in Room 213. I went a little while ago and she's okay to see people, and I think it'd be good for her to talk more."
,Sally: でも、変な事しちゃダメよ。,Sally: Just don't be weird.
,Sally: キャッシーの部屋に行ってもいいけど、変な事しちゃダメよ。,"Sally: You can go to Cathy's room, but don't be a creep."
,Sally: コール、何かあったらいつでも呼んでね。,"Sally: Cole, come to me if you ever need something."
