Nametag,Japanese,English
Cole,病院の中は、かなり荒らされているようだな。,The inside of the hospital looks devestated.
Cole,ずいぶんと静かだが、皆もう帰ってしまったのかな。,It's very quiet. Is everyone else still here?
Cole,二人の死体を見ていたら、なんだか気分が悪くなってきたな‥‥‥。,Looking at the bodies makes me sick...
Cole,これで階段は通れるようになったな。,Now I can traverse the stairs.
Cole,瓦礫が階段を塞いでいる。このままの状態では二階へ行く事ができないな。,There's rubble blocking the stairs. I can't go up them at this rate.
Cole,この瓦礫は二階から崩れてきたものだろう。乗り越える事はできなさそうだな。,Looks like rubble collapsed on the second floor. I can't get past it.
Cole,この瓦礫が崩れた時にもし階段に人がいたら、非常に危険だぞ。,"If this rubble topples over, it'll be dangerous if anyone is by the stairs."
Cole,階段を動かす事はできないな。,I can't move the stairs!
Cole,何とか二階へ行きたいが、これだけの物を動かすなんて事は俺にはできないな。,"I want to go upstairs, but I can't move that rubble out of the way."
Cole,だめだ‥‥‥。俺の力では瓦礫を動かす事はできない‥‥‥。,"It's no good, there's too much rubble for me to move alone."
Cole,いくらやっても俺の力では、これだけの物を動かす事はできないな。,"No matter how much I try, I can't move all this rubble."
Cole,このエレベーターは停止しているようだ。電気が止まってしまったのかな‥‥‥。,Elevator's not working. I wonder if there's no power.
Cole,このエレベーターは使用できない。上の階へ行くには、階段を使うしか手段はないだろう。,The elevator doesn't work. The only way up is the stairs.
Cole,まさかこの中に、誰かが閉じこめられているなんて事はないだろうな。,I don't see anyone trapped here.
Cole,エレベーターのボタンを押しても何の反応も起きない。このエレベーターは完全に停止しているようだ。,Pushing the elevator button has no effect.
Cole,何度押しても反応がない。このエレベーターに乗ることは不可能と思われる。,"No matter how many times I push it, the elevator doesn't come."
Cole,植物が倒されているようだが、これも死霊の仕業なのかな。,"The plants are all knocked over, probably due to zombies."
Cole,これだけ散らかっているにも関らず、壁に弾痕が残っていないのが不思議だな。メンバーが死霊と争っていれば、必ずと言っていい程弾痕が残る筈だが‥‥‥。,"It's weird that I don't see any bullet holes on the wall. If the other members were here, they'd surely have been shooting and I'd at least see one, right?"
Cole,この植物は死霊に倒された物なのかもしれないな。,I guess there's no reason to play Plants vs Zombies now.
Cole,まさかこんな所で二人が殺られているとは思わなかったな‥‥‥。これもきっとキールの仕業に違いないだろう。,I don't think they were killed by zombies. I think it's Killer's work.
Cole,ここは事務室のようだな。どこの病院でも必ずこのような部屋があるんだ。,Looks like a typical hospital office room.
Cole,事務室のドアの鍵は開いているようだな。まさか、いきなり死霊が出てくるなんて事はないだろうな。,"The office door looks like it's unlocked. Hopefully, no dead inside."
Cole,ターゲットがこの病院だという以上、この事務室だけでなく部屋の隅々まで調べないといけないな。,"Since they were all supposed to be at the hospital, I have to check all the rooms, not just this office."
Cole,これはドリンクの自動販売機だな。紙コップに注がれるものだ。,It's a drink dispenser. It pours the drink into paper cups.
Cole,今はこんな物には用はない。一服している暇があったら、早くキールを捜さないといけないな。,"Useless. I don't have time to mess around, I have to find Killer as fast as I can."
Cole,この自動販売機は動いていないようだ。冷却器のモーター音が鳴っていない。,It doesn't seem to be working. I don't hear any motor or anything.
Cole,自動販売機でコーヒーなんか買ってる場合ではないな。,I don't think you can get coffee from this machine.
Cole,こんな所で一服している暇はないな。,This isn't a good place to hang around.
Cole,よし、二階を調べよう。,"Okay, let's investigate the second floor."
Cole,瓦礫が邪魔をしていて二階に上がる事は不可能だ。,The rubble is in the way and it's impossible to go upstairs.
Cole,エレベーターに乗る事は不可能だ。このエレベーターは完全に停止し、ドアを開ける事もできない。,The elevator doesn't work. It's competely stopped and the door won't open.
Cole,エレベーターは扉が閉まっていて乗る事はできない。,The elevator door is closed and it can't be opened.
Cole,この事務室ではサリーとレイが殺られていたな。,Sally and Ray were killed in this office.
Cole,ここは事務室だな。死霊が残っているかもしれないから注意しないといけないな。,This is the office. I have to be careful since there may be zombies around.
Cole,こんな所で手榴弾を使ったら、階段ごとフッ飛んでしまうな。ここでは手榴弾を使わない方がいいだろう。,I think a grenade would be really dangerous on the stairs. I'd better use something else.
Cole,こんな所で手榴弾を無駄にする訳にはいかないな。,I'd better hold onto the grenade in case I need it.
Cole,もう銃を使う必要はないだろう。弾を無駄にする訳にもいかないしな。,"I don't need a gun anymore, I'd better save the ammo."
,　手榴弾　<OR>　　銃　　,
